1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 980000002B448621
Is Mission Active?  true
Mission Start:  Sat Jun 16 19:26:00 PDT 2018
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  6664
Total Samples:  413166
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  Clock
Next Clock Alarm At:  Sun Mar 24 00:00:00 PDT 2019
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2018-06-22, 9:26:00 AM,C,13
2018-06-22, 10:26:00 AM,C,13.5
2018-06-22, 11:26:00 AM,C,13.5
2018-06-22, 12:26:00 PM,C,14
2018-06-22, 1:26:00 PM,C,17
2018-06-22, 2:26:00 PM,C,16.5
2018-06-22, 3:26:00 PM,C,16.5
2018-06-22, 4:26:00 PM,C,16.5
2018-06-22, 5:26:00 PM,C,18.5
2018-06-22, 6:26:00 PM,C,15
2018-06-22, 7:26:00 PM,C,14
2018-06-22, 8:26:00 PM,C,12.5
2018-06-22, 9:26:00 PM,C,12.5
2018-06-22, 10:26:00 PM,C,12.5
2018-06-22, 11:26:00 PM,C,12.5
2018-06-23, 12:26:00 AM,C,12.5
2018-06-23, 1:26:00 AM,C,13
2018-06-23, 2:26:00 AM,C,13
2018-06-23, 3:26:00 AM,C,13
2018-06-23, 4:26:00 AM,C,13
2018-06-23, 5:26:00 AM,C,12.5
2018-06-23, 6:26:00 AM,C,13
2018-06-23, 7:26:00 AM,C,13
2018-06-23, 8:26:00 AM,C,13
2018-06-23, 9:26:00 AM,C,13
2018-06-23, 10:26:00 AM,C,13
2018-06-23, 11:26:00 AM,C,13
2018-06-23, 12:26:00 PM,C,13
2018-06-23, 1:26:00 PM,C,14
2018-06-23, 2:26:00 PM,C,16
2018-06-23, 3:26:00 PM,C,15
2018-06-23, 4:26:00 PM,C,15.5
2018-06-23, 5:26:00 PM,C,17.5
2018-06-23, 6:26:00 PM,C,19.5
2018-06-23, 7:26:00 PM,C,14
2018-06-23, 8:26:00 PM,C,13.5
2018-06-23, 9:26:00 PM,C,13
2018-06-23, 10:26:00 PM,C,13
2018-06-23, 11:26:00 PM,C,13
2018-06-24, 12:26:00 AM,C,13
2018-06-24, 1:26:00 AM,C,13
2018-06-24, 2:26:00 AM,C,13
2018-06-24, 3:26:00 AM,C,13
2018-06-24, 4:26:00 AM,C,12.5
2018-06-24, 5:26:00 AM,C,12.5
2018-06-24, 6:26:00 AM,C,12.5
2018-06-24, 7:26:00 AM,C,13
2018-06-24, 8:26:00 AM,C,13
2018-06-24, 9:26:00 AM,C,13
2018-06-24, 10:26:00 AM,C,13
2018-06-24, 11:26:00 AM,C,13
2018-06-24, 12:26:00 PM,C,13
2018-06-24, 1:26:00 PM,C,13.5
2018-06-24, 2:26:00 PM,C,13.5
2018-06-24, 3:26:00 PM,C,14.5
2018-06-24, 4:26:00 PM,C,15
2018-06-24, 5:26:00 PM,C,14.5
2018-06-24, 6:26:00 PM,C,14.5
2018-06-24, 7:26:00 PM,C,14
2018-06-24, 8:26:00 PM,C,13.5
2018-06-24, 9:26:00 PM,C,13.5
2018-06-24, 10:26:00 PM,C,12.5
2018-06-24, 11:26:00 PM,C,12
2018-06-25, 12:26:00 AM,C,12.5
2018-06-25, 1:26:00 AM,C,13
2018-06-25, 2:26:00 AM,C,13
2018-06-25, 3:26:00 AM,C,12.5
2018-06-25, 4:26:00 AM,C,11.5
2018-06-25, 5:26:00 AM,C,11
2018-06-25, 6:26:00 AM,C,11.5
2018-06-25, 7:26:00 AM,C,12
2018-06-25, 8:26:00 AM,C,13
2018-06-25, 9:26:00 AM,C,13.5
2018-06-25, 10:26:00 AM,C,12.5
2018-06-25, 11:26:00 AM,C,12
2018-06-25, 12:26:00 PM,C,12
2018-06-25, 1:26:00 PM,C,12.5
2018-06-25, 2:26:00 PM,C,13
2018-06-25, 3:26:00 PM,C,14.5
2018-06-25, 4:26:00 PM,C,15
2018-06-25, 5:26:00 PM,C,16.5
2018-06-25, 6:26:00 PM,C,19
2018-06-25, 7:26:00 PM,C,18.5
2018-06-25, 8:26:00 PM,C,14.5
2018-06-25, 9:26:00 PM,C,13.5
2018-06-25, 10:26:00 PM,C,13
2018-06-25, 11:26:00 PM,C,12
2018-06-26, 12:26:00 AM,C,12
2018-06-26, 1:26:00 AM,C,12
2018-06-26, 2:26:00 AM,C,12
2018-06-26, 3:26:00 AM,C,12.5
2018-06-26, 4:26:00 AM,C,12.5
2018-06-26, 5:26:00 AM,C,11.5
2018-06-26, 6:26:00 AM,C,12
2018-06-26, 7:26:00 AM,C,12.5
2018-06-26, 8:26:00 AM,C,13
