Date,Time,slev_m
08/04/2019,17:00,2.355
08/04/2019,18:00,2.81
08/04/2019,19:00,3.142
08/04/2019,20:00,3.243
08/04/2019,21:00,3.137
08/04/2019,22:00,2.936
08/04/2019,23:00,2.701
09/04/2019,0:00,2.468
09/04/2019,1:00,2.322
09/04/2019,2:00,2.365
09/04/2019,3:00,2.565
09/04/2019,4:00,2.793
09/04/2019,5:00,2.998
09/04/2019,6:00,3.19
09/04/2019,7:00,3.26
09/04/2019,8:00,3.052
09/04/2019,9:00,2.602
09/04/2019,10:00,2.085
09/04/2019,11:00,1.593
09/04/2019,12:00,1.143
09/04/2019,13:00,0.83
09/04/2019,14:00,0.794
09/04/2019,15:00,1.049
09/04/2019,16:00,1.467
09/04/2019,17:00,1.932
09/04/2019,18:00,2.412
09/04/2019,19:00,2.868
09/04/2019,20:00,3.186
09/04/2019,21:00,3.283
09/04/2019,22:00,3.201
09/04/2019,23:00,3.042
10/04/2019,0:00,2.859
10/04/2019,1:00,2.677
10/04/2019,2:00,2.575
10/04/2019,3:00,2.629
10/04/2019,4:00,2.8
10/04/2019,5:00,2.977
10/04/2019,6:00,3.121
10/04/2019,7:00,3.223
10/04/2019,8:00,3.175
10/04/2019,9:00,2.879
10/04/2019,10:00,2.407
10/04/2019,11:00,1.899
10/04/2019,12:00,1.416
10/04/2019,13:00,0.994
10/04/2019,14:00,0.744
10/04/2019,15:00,0.768
10/04/2019,16:00,1.05
10/04/2019,17:00,1.473
10/04/2019,18:00,1.941
10/04/2019,19:00,2.424
10/04/2019,20:00,2.877
10/04/2019,21:00,3.198
10/04/2019,22:00,3.317
10/04/2019,23:00,3.282
11/04/2019,0:00,3.179
11/04/2019,1:00,3.043
11/04/2019,2:00,2.891
11/04/2019,3:00,2.797
11/04/2019,4:00,2.83
11/04/2019,5:00,2.952
11/04/2019,6:00,3.065
11/04/2019,7:00,3.14
11/04/2019,8:00,3.165
11/04/2019,9:00,3.051
11/04/2019,10:00,2.737
11/04/2019,11:00,2.289
11/04/2019,12:00,1.81
11/04/2019,13:00,1.349
11/04/2019,14:00,0.964
11/04/2019,15:00,0.756
11/04/2019,16:00,0.795
11/04/2019,17:00,1.063
11/04/2019,18:00,1.467
11/04/2019,19:00,1.923
11/04/2019,20:00,2.4
11/04/2019,21:00,2.855
11/04/2019,22:00,3.197
11/04/2019,23:00,3.36
12/04/2019,0:00,3.379
12/04/2019,1:00,3.321
12/04/2019,2:00,3.207
12/04/2019,3:00,3.054
12/04/2019,4:00,2.938
12/04/2019,5:00,2.928
12/04/2019,6:00,2.987
12/04/2019,7:00,3.037
12/04/2019,8:00,3.063
12/04/2019,9:00,3.055
12/04/2019,10:00,2.937
12/04/2019,11:00,2.656
12/04/2019,12:00,2.259
12/04/2019,13:00,1.818
12/04/2019,14:00,1.387
12/04/2019,15:00,1.032
12/04/2019,16:00,0.832
12/04/2019,17:00,0.848
12/04/2019,18:00,1.08
12/04/2019,19:00,1.457
12/04/2019,20:00,1.896
12/04/2019,21:00,2.367
12/04/2019,22:00,2.837
12/04/2019,23:00,3.214
13/04/2019,0:00,3.422
13/04/2019,1:00,3.476
13/04/2019,2:00,3.429
13/04/2019,3:00,3.303
13/04/2019,4:00,3.121
13/04/2019,5:00,2.961
13/04/2019,6:00,2.89
13/04/2019,7:00,2.888
13/04/2019,8:00,2.902
13/04/2019,9:00,2.924
13/04/2019,10:00,2.935
13/04/2019,11:00,2.858
13/04/2019,12:00,2.641
13/04/2019,13:00,2.307
13/04/2019,14:00,1.907
13/04/2019,15:00,1.501
13/04/2019,16:00,1.155
13/04/2019,17:00,0.936
13/04/2019,18:00,0.912
13/04/2019,19:00,1.109
13/04/2019,20:00,1.464
13/04/2019,21:00,1.892
13/04/2019,22:00,2.367
13/04/2019,23:00,2.863
14/04/2019,0:00,3.273
14/04/2019,1:00,3.5
14/04/2019,2:00,3.544
14/04/2019,3:00,3.466
14/04/2019,4:00,3.297
14/04/2019,5:00,3.061
14/04/2019,6:00,2.835
14/04/2019,7:00,2.703
14/04/2019,8:00,2.67
14/04/2019,9:00,2.699
14/04/2019,10:00,2.765
14/04/2019,11:00,2.828
14/04/2019,12:00,2.82
14/04/2019,13:00,2.685
14/04/2019,14:00,2.413
14/04/2019,15:00,2.042
14/04/2019,16:00,1.647
14/04/2019,17:00,1.295
14/04/2019,18:00,1.048
14/04/2019,19:00,0.989
14/04/2019,20:00,1.169
14/04/2019,21:00,1.52
14/04/2019,22:00,1.951
14/04/2019,23:00,2.441
15/04/2019,0:00,2.96
15/04/2019,1:00,3.376
15/04/2019,2:00,3.569
15/04/2019,3:00,3.553
15/04/2019,4:00,3.407
15/04/2019,5:00,3.167
15/04/2019,6:00,2.853
15/04/2019,7:00,2.554
15/04/2019,8:00,2.387
15/04/2019,9:00,2.38
15/04/2019,10:00,2.474
15/04/2019,11:00,2.608
15/04/2019,12:00,2.744
15/04/2019,13:00,2.824
15/04/2019,14:00,2.772
15/04/2019,15:00,2.543
15/04/2019,16:00,2.183
15/04/2019,17:00,1.792
15/04/2019,18:00,1.434
15/04/2019,19:00,1.163
15/04/2019,20:00,1.092
15/04/2019,21:00,1.283
15/04/2019,22:00,1.654
15/04/2019,23:00,2.099
16/04/2019,0:00,2.605
16/04/2019,1:00,3.124
16/04/2019,2:00,3.496
16/04/2019,3:00,3.6
16/04/2019,4:00,3.479
16/04/2019,5:00,3.237
16/04/2019,6:00,2.902
16/04/2019,7:00,2.495
16/04/2019,8:00,2.144
16/04/2019,9:00,2.001
16/04/2019,10:00,2.075
16/04/2019,11:00,2.256
16/04/2019,12:00,2.468
16/04/2019,13:00,2.693
16/04/2019,14:00,2.871
16/04/2019,15:00,2.883
16/04/2019,16:00,2.668
16/04/2019,17:00,2.31
16/04/2019,18:00,1.93
16/04/2019,19:00,1.57
16/04/2019,20:00,1.289
16/04/2019,21:00,1.236
16/04/2019,22:00,1.472
16/04/2019,23:00,1.877
17/04/2019,0:00,2.334
17/04/2019,1:00,2.837
17/04/2019,2:00,3.317
17/04/2019,3:00,3.591
17/04/2019,4:00,3.559
17/04/2019,5:00,3.308
17/04/2019,6:00,2.951
17/04/2019,7:00,2.507
17/04/2019,8:00,2.022
17/04/2019,9:00,1.673
17/04/2019,10:00,1.614
17/04/2019,11:00,1.797
17/04/2019,12:00,2.067
17/04/2019,13:00,2.366
17/04/2019,14:00,2.694
17/04/2019,15:00,2.959
17/04/2019,16:00,2.998
17/04/2019,17:00,2.777
17/04/2019,18:00,2.43
17/04/2019,19:00,2.068
17/04/2019,20:00,1.707
17/04/2019,21:00,1.435
17/04/2019,22:00,1.437
17/04/2019,23:00,1.737
18/04/2019,0:00,2.164
18/04/2019,1:00,2.612
18/04/2019,2:00,3.083
18/04/2019,3:00,3.483
18/04/2019,4:00,3.615
18/04/2019,5:00,3.421
18/04/2019,6:00,3.033
18/04/2019,7:00,2.56
18/04/2019,8:00,2.021
18/04/2019,9:00,1.505
18/04/2019,10:00,1.223
18/04/2019,11:00,1.287
18/04/2019,12:00,1.576
18/04/2019,13:00,1.931
18/04/2019,14:00,2.328
18/04/2019,15:00,2.758
18/04/2019,16:00,3.074
18/04/2019,17:00,3.107
18/04/2019,18:00,2.882
18/04/2019,19:00,2.56
18/04/2019,20:00,2.213
18/04/2019,21:00,1.851
18/04/2019,22:00,1.616
18/04/2019,23:00,1.697
19/04/2019,0:00,2.046
19/04/2019,1:00,2.461
19/04/2019,2:00,2.872
19/04/2019,3:00,3.288
19/04/2019,4:00,3.571
19/04/2019,5:00,3.534
19/04/2019,6:00,3.18
19/04/2019,7:00,2.671
19/04/2019,8:00,2.106
19/04/2019,9:00,1.515
19/04/2019,10:00,1.033
19/04/2019,11:00,0.867
19/04/2019,12:00,1.056
19/04/2019,13:00,1.436
19/04/2019,14:00,1.875
19/04/2019,15:00,2.371
19/04/2019,16:00,2.874
19/04/2019,17:00,3.198
19/04/2019,18:00,3.213
19/04/2019,19:00,3
19/04/2019,20:00,2.704
19/04/2019,21:00,2.36
19/04/2019,22:00,2.008
19/04/2019,23:00,1.838
20/04/2019,0:00,1.99
20/04/2019,1:00,2.341
20/04/2019,2:00,2.707
20/04/2019,3:00,3.068
20/04/2019,4:00,3.407
20/04/2019,5:00,3.546
20/04/2019,6:00,3.338
20/04/2019,7:00,2.856
20/04/2019,8:00,2.27
20/04/2019,9:00,1.657
20/04/2019,10:00,1.072
20/04/2019,11:00,0.679
20/04/2019,12:00,0.644
20/04/2019,13:00,0.94
20/04/2019,14:00,1.393
20/04/2019,15:00,1.909
20/04/2019,16:00,2.482
20/04/2019,17:00,3.013
20/04/2019,18:00,3.318
20/04/2019,19:00,3.323
20/04/2019,20:00,3.131
20/04/2019,21:00,2.849
20/04/2019,22:00,2.505
20/04/2019,23:00,2.186
21/04/2019,0:00,2.086
21/04/2019,1:00,2.265
21/04/2019,2:00,2.568
21/04/2019,3:00,2.87
21/04/2019,4:00,3.176
21/04/2019,5:00,3.417
21/04/2019,6:00,3.401
21/04/2019,7:00,3.055
21/04/2019,8:00,2.506
21/04/2019,9:00,1.896
21/04/2019,10:00,1.285
21/04/2019,11:00,0.759
21/04/2019,12:00,0.483
21/04/2019,13:00,0.569
21/04/2019,14:00,0.939
21/04/2019,15:00,1.444
21/04/2019,16:00,2.017
21/04/2019,17:00,2.625
21/04/2019,18:00,3.145
21/04/2019,19:00,3.421
21/04/2019,20:00,3.425
21/04/2019,21:00,3.251
21/04/2019,22:00,2.976
21/04/2019,23:00,2.645
22/04/2019,0:00,2.376
22/04/2019,1:00,2.321
22/04/2019,2:00,2.475
22/04/2019,3:00,2.706
22/04/2019,4:00,2.949
22/04/2019,5:00,3.195
22/04/2019,6:00,3.318
22/04/2019,7:00,3.165
22/04/2019,8:00,2.747
22/04/2019,9:00,2.197
22/04/2019,10:00,1.608
22/04/2019,11:00,1.04
22/04/2019,12:00,0.607
22/04/2019,13:00,0.452
22/04/2019,14:00,0.626
22/04/2019,15:00,1.036
22/04/2019,16:00,1.566
22/04/2019,17:00,2.16
22/04/2019,18:00,2.762
22/04/2019,19:00,3.246
22/04/2019,20:00,3.494
22/04/2019,21:00,3.501
22/04/2019,22:00,3.34
22/04/2019,23:00,3.078
23/04/2019,0:00,2.777
23/04/2019,1:00,2.552
23/04/2019,2:00,2.502
23/04/2019,3:00,2.601
23/04/2019,4:00,2.765
23/04/2019,5:00,2.96
23/04/2019,6:00,3.13
23/04/2019,7:00,3.138
23/04/2019,8:00,2.902
23/04/2019,9:00,2.485
23/04/2019,10:00,1.978
23/04/2019,11:00,1.437
23/04/2019,12:00,0.941
23/04/2019,13:00,0.615
23/04/2019,14:00,0.561
23/04/2019,15:00,0.782
23/04/2019,16:00,1.197
23/04/2019,17:00,1.721
23/04/2019,18:00,2.302
23/04/2019,19:00,2.867
23/04/2019,20:00,3.303
23/04/2019,21:00,3.526
23/04/2019,22:00,3.537
23/04/2019,23:00,3.392
24/04/2019,0:00,3.152
24/04/2019,1:00,2.884
24/04/2019,2:00,2.681
24/04/2019,3:00,2.609
24/04/2019,4:00,2.653
24/04/2019,5:00,2.766
24/04/2019,6:00,2.91
24/04/2019,7:00,2.999
24/04/2019,8:00,2.925
24/04/2019,9:00,2.676
24/04/2019,10:00,2.309
24/04/2019,11:00,1.864
24/04/2019,12:00,1.385
24/04/2019,13:00,0.977
24/04/2019,14:00,0.753
24/04/2019,15:00,0.761
24/04/2019,16:00,0.989
24/04/2019,17:00,1.383
24/04/2019,18:00,1.88
24/04/2019,19:00,2.421
24/04/2019,20:00,2.93
24/04/2019,21:00,3.318
24/04/2019,22:00,3.522
24/04/2019,23:00,3.54
25/04/2019,0:00,3.413
25/04/2019,1:00,3.194
25/04/2019,2:00,2.945
25/04/2019,3:00,2.744
25/04/2019,4:00,2.645
25/04/2019,5:00,2.645
25/04/2019,6:00,2.715
25/04/2019,7:00,2.807
25/04/2019,8:00,2.834
25/04/2019,9:00,2.734
25/04/2019,10:00,2.522
25/04/2019,11:00,2.224
25/04/2019,12:00,1.84
25/04/2019,13:00,1.432
25/04/2019,14:00,1.116
25/04/2019,15:00,0.965
25/04/2019,16:00,0.998
25/04/2019,17:00,1.209
25/04/2019,18:00,1.57
25/04/2019,19:00,2.025
25/04/2019,20:00,2.512
25/04/2019,21:00,2.964
25/04/2019,22:00,3.312
25/04/2019,23:00,3.503
26/04/2019,0:00,3.525
26/04/2019,1:00,3.405
26/04/2019,2:00,3.192
26/04/2019,3:00,2.947
26/04/2019,4:00,2.739
26/04/2019,5:00,2.614
26/04/2019,6:00,2.576
26/04/2019,7:00,2.611
26/04/2019,8:00,2.668
26/04/2019,9:00,2.674
26/04/2019,10:00,2.594
26/04/2019,11:00,2.443
26/04/2019,12:00,2.209
26/04/2019,13:00,1.885
26/04/2019,14:00,1.55
26/04/2019,15:00,1.307
26/04/2019,16:00,1.197
26/04/2019,17:00,1.228
26/04/2019,18:00,1.415
26/04/2019,19:00,1.742
26/04/2019,20:00,2.153
26/04/2019,21:00,2.589
26/04/2019,22:00,2.996
26/04/2019,23:00,3.314
27/04/2019,0:00,3.491
27/04/2019,1:00,3.5
27/04/2019,2:00,3.364
27/04/2019,3:00,3.138
27/04/2019,4:00,2.887
27/04/2019,5:00,2.666
27/04/2019,6:00,2.512
27/04/2019,7:00,2.446
27/04/2019,8:00,2.466
27/04/2019,9:00,2.522
27/04/2019,10:00,2.545
27/04/2019,11:00,2.511
27/04/2019,12:00,2.422
27/04/2019,13:00,2.244
27/04/2019,14:00,1.973
27/04/2019,15:00,1.698
27/04/2019,16:00,1.502
27/04/2019,17:00,1.406
27/04/2019,18:00,1.429
27/04/2019,19:00,1.598
27/04/2019,20:00,1.897
27/04/2019,21:00,2.271
27/04/2019,22:00,2.672
27/04/2019,23:00,3.051
28/04/2019,0:00,3.343
28/04/2019,1:00,3.486
28/04/2019,2:00,3.455
28/04/2019,3:00,3.282
28/04/2019,4:00,3.031
28/04/2019,5:00,2.76
28/04/2019,6:00,2.515
28/04/2019,7:00,2.338
28/04/2019,8:00,2.27
28/04/2019,9:00,2.311
28/04/2019,10:00,2.397
28/04/2019,11:00,2.458
28/04/2019,12:00,2.481
28/04/2019,13:00,2.449
28/04/2019,14:00,2.312
28/04/2019,15:00,2.079
28/04/2019,16:00,1.842
28/04/2019,17:00,1.668
28/04/2019,18:00,1.573
28/04/2019,19:00,1.591
28/04/2019,20:00,1.754
28/04/2019,21:00,2.038
28/04/2019,22:00,2.394
28/04/2019,23:00,2.78
29/04/2019,0:00,3.138
29/04/2019,1:00,3.388
29/04/2019,2:00,3.468
29/04/2019,3:00,3.372
29/04/2019,4:00,3.148
29/04/2019,5:00,2.86
29/04/2019,6:00,2.556
29/04/2019,7:00,2.285
29/04/2019,8:00,2.112
29/04/2019,9:00,2.085
29/04/2019,10:00,2.179
29/04/2019,11:00,2.311
29/04/2019,12:00,2.424
29/04/2019,13:00,2.506
29/04/2019,14:00,2.517
29/04/2019,15:00,2.399
29/04/2019,16:00,2.18
29/04/2019,17:00,1.96
29/04/2019,18:00,1.792
29/04/2019,19:00,1.695
29/04/2019,20:00,1.718
29/04/2019,21:00,1.89
29/04/2019,22:00,2.177
29/04/2019,23:00,2.534
30/04/2019,0:00,2.915
30/04/2019,1:00,3.239
30/04/2019,2:00,3.418
30/04/2019,3:00,3.409
30/04/2019,4:00,3.233
30/04/2019,5:00,2.949
30/04/2019,6:00,2.611
30/04/2019,7:00,2.27
30/04/2019,8:00,2
30/04/2019,9:00,1.881
30/04/2019,10:00,1.933
30/04/2019,11:00,2.093
30/04/2019,12:00,2.279
30/04/2019,13:00,2.454
30/04/2019,14:00,2.59
30/04/2019,15:00,2.616
30/04/2019,16:00,2.485
30/04/2019,17:00,2.265
30/04/2019,18:00,2.051
30/04/2019,19:00,1.877
30/04/2019,20:00,1.779
30/04/2019,21:00,1.825
30/04/2019,22:00,2.025
30/04/2019,23:00,2.33
01/05/2019,0:00,2.693
01/05/2019,1:00,3.057
01/05/2019,2:00,3.321
01/05/2019,3:00,3.398
01/05/2019,4:00,3.281
01/05/2019,5:00,3.018
01/05/2019,6:00,2.666
01/05/2019,7:00,2.274
01/05/2019,8:00,1.919
01/05/2019,9:00,1.706
01/05/2019,10:00,1.69
01/05/2019,11:00,1.838
01/05/2019,12:00,2.066
01/05/2019,13:00,2.318
01/05/2019,14:00,2.56
01/05/2019,15:00,2.724
01/05/2019,16:00,2.723
01/05/2019,17:00,2.562
01/05/2019,18:00,2.337
01/05/2019,19:00,2.118
01/05/2019,20:00,1.93
01/05/2019,21:00,1.847
01/05/2019,22:00,1.942
01/05/2019,23:00,2.183
02/05/2019,0:00,2.501
02/05/2019,1:00,2.857
02/05/2019,2:00,3.181
02/05/2019,3:00,3.35
02/05/2019,4:00,3.299
02/05/2019,5:00,3.062
02/05/2019,6:00,2.71
02/05/2019,7:00,2.29
02/05/2019,8:00,1.865
02/05/2019,9:00,1.551
02/05/2019,10:00,1.452
02/05/2019,11:00,1.567
02/05/2019,12:00,1.807
02/05/2019,13:00,2.108
02/05/2019,14:00,2.438
02/05/2019,15:00,2.732
02/05/2019,16:00,2.878
02/05/2019,17:00,2.823
02/05/2019,18:00,2.634
02/05/2019,19:00,2.404
02/05/2019,20:00,2.167
02/05/2019,21:00,1.972
02/05/2019,22:00,1.937
02/05/2019,23:00,2.1
03/05/2019,0:00,2.372
03/05/2019,1:00,2.681
03/05/2019,2:00,3.009
03/05/2019,3:00,3.262
03/05/2019,4:00,3.303
03/05/2019,5:00,3.102
03/05/2019,6:00,2.745
03/05/2019,7:00,2.31
03/05/2019,8:00,1.841
03/05/2019,9:00,1.429
03/05/2019,10:00,1.216
03/05/2019,11:00,1.27
03/05/2019,12:00,1.513
03/05/2019,13:00,1.842
03/05/2019,14:00,2.224
03/05/2019,15:00,2.627
03/05/2019,16:00,2.933
03/05/2019,17:00,3.024
03/05/2019,18:00,2.914
03/05/2019,19:00,2.709
03/05/2019,20:00,2.468
03/05/2019,21:00,2.21
03/05/2019,22:00,2.039
03/05/2019,23:00,2.084
04/05/2019,0:00,2.308
04/05/2019,1:00,2.578
04/05/2019,2:00,2.855
04/05/2019,3:00,3.135
04/05/2019,4:00,3.285
04/05/2019,5:00,3.164
04/05/2019,6:00,2.806
04/05/2019,7:00,2.343
04/05/2019,8:00,1.849
04/05/2019,9:00,1.366
04/05/2019,10:00,1.02
04/05/2019,11:00,0.955
04/05/2019,12:00,1.167
04/05/2019,13:00,1.524
04/05/2019,14:00,1.937
04/05/2019,15:00,2.402
04/05/2019,16:00,2.851
04/05/2019,17:00,3.126
04/05/2019,18:00,3.148
04/05/2019,19:00,3
04/05/2019,20:00,2.788
04/05/2019,21:00,2.53
04/05/2019,22:00,2.271
04/05/2019,23:00,2.165
05/05/2019,0:00,2.296
05/05/2019,1:00,2.543
05/05/2019,2:00,2.777
05/05/2019,3:00,3.012
05/05/2019,4:00,3.223
05/05/2019,5:00,3.232
05/05/2019,6:00,2.932
05/05/2019,7:00,2.437
05/05/2019,8:00,1.903
05/05/2019,9:00,1.38
05/05/2019,10:00,0.925
05/05/2019,11:00,0.689
05/05/2019,12:00,0.785
05/05/2019,13:00,1.138
05/05/2019,14:00,1.588
05/05/2019,15:00,2.078
05/05/2019,16:00,2.608
05/05/2019,17:00,3.064
05/05/2019,18:00,3.285
05/05/2019,19:00,3.252
05/05/2019,20:00,3.087
05/05/2019,21:00,2.868
05/05/2019,22:00,2.602
05/05/2019,23:00,2.378
06/05/2019,0:00,2.355
06/05/2019,1:00,2.54
06/05/2019,2:00,2.765
06/05/2019,3:00,2.949
06/05/2019,4:00,3.138
06/05/2019,5:00,3.253
06/05/2019,6:00,3.094
06/05/2019,7:00,2.633
06/05/2019,8:00,2.051
06/05/2019,9:00,1.486
06/05/2019,10:00,0.967
06/05/2019,11:00,0.572
06/05/2019,12:00,0.468
06/05/2019,13:00,0.711
06/05/2019,14:00,1.169
06/05/2019,15:00,1.687
06/05/2019,16:00,2.238
06/05/2019,17:00,2.804
06/05/2019,18:00,3.238
06/05/2019,19:00,3.404
06/05/2019,20:00,3.338
06/05/2019,21:00,3.171
06/05/2019,22:00,2.953
06/05/2019,23:00,2.702
07/05/2019,0:00,2.534
07/05/2019,1:00,2.576
07/05/2019,2:00,2.765
07/05/2019,3:00,2.941
07/05/2019,4:00,3.08
07/05/2019,5:00,3.212
07/05/2019,6:00,3.204
07/05/2019,7:00,2.888
07/05/2019,8:00,2.325
07/05/2019,9:00,1.715
07/05/2019,10:00,1.153
07/05/2019,11:00,0.66
07/05/2019,12:00,0.349
07/05/2019,13:00,0.371
07/05/2019,14:00,0.723
07/05/2019,15:00,1.242
07/05/2019,16:00,1.8
07/05/2019,17:00,2.388
07/05/2019,18:00,2.961
07/05/2019,19:00,3.36
07/05/2019,20:00,3.485
07/05/2019,21:00,3.41
07/05/2019,22:00,3.254
07/05/2019,23:00,3.051
08/05/2019,0:00,2.829
08/05/2019,1:00,2.708
08/05/2019,2:00,2.771
08/05/2019,3:00,2.927
08/05/2019,4:00,3.051
08/05/2019,5:00,3.148
08/05/2019,6:00,3.208
08/05/2019,7:00,3.079
08/05/2019,8:00,2.662
08/05/2019,9:00,2.073
08/05/2019,10:00,1.481
08/05/2019,11:00,0.942
08/05/2019,12:00,0.495
08/05/2019,13:00,0.273
08/05/2019,14:00,0.39
08/05/2019,15:00,0.797
08/05/2019,16:00,1.335
08/05/2019,17:00,1.908
08/05/2019,18:00,2.508
08/05/2019,19:00,3.068
08/05/2019,20:00,3.434
08/05/2019,21:00,3.539
08/05/2019,22:00,3.474
08/05/2019,23:00,3.34
09/05/2019,0:00,3.156
09/05/2019,1:00,2.956
09/05/2019,2:00,2.85
09/05/2019,3:00,2.893
09/05/2019,4:00,3
09/05/2019,5:00,3.078
09/05/2019,6:00,3.13
09/05/2019,7:00,3.118
09/05/2019,8:00,2.912
09/05/2019,9:00,2.473
09/05/2019,10:00,1.921
09/05/2019,11:00,1.372
09/05/2019,12:00,0.87
09/05/2019,13:00,0.482
09/05/2019,14:00,0.334
09/05/2019,15:00,0.498
09/05/2019,16:00,0.91
09/05/2019,17:00,1.437
09/05/2019,18:00,2.004
09/05/2019,19:00,2.597
09/05/2019,20:00,3.134
09/05/2019,21:00,3.475
09/05/2019,22:00,3.581
09/05/2019,23:00,3.538
10/05/2019,0:00,3.423
10/05/2019,1:00,3.244
10/05/2019,2:00,3.039
10/05/2019,3:00,2.913
10/05/2019,4:00,2.915
10/05/2019,5:00,2.97
10/05/2019,6:00,3.005
10/05/2019,7:00,3.018
10/05/2019,8:00,2.965
10/05/2019,9:00,2.75
10/05/2019,10:00,2.359
10/05/2019,11:00,1.878
10/05/2019,12:00,1.385
10/05/2019,13:00,0.934
10/05/2019,14:00,0.605
10/05/2019,15:00,0.499
10/05/2019,16:00,0.664
10/05/2019,17:00,1.049
10/05/2019,18:00,1.549
10/05/2019,19:00,2.096
10/05/2019,20:00,2.667
10/05/2019,21:00,3.179
10/05/2019,22:00,3.509
10/05/2019,23:00,3.625
11/05/2019,0:00,3.597
11/05/2019,1:00,3.478
11/05/2019,2:00,3.275
11/05/2019,3:00,3.036
11/05/2019,4:00,2.87
11/05/2019,5:00,2.821
11/05/2019,6:00,2.825
11/05/2019,7:00,2.829
11/05/2019,8:00,2.831
11/05/2019,9:00,2.791
11/05/2019,10:00,2.629
11/05/2019,11:00,2.326
11/05/2019,12:00,1.93
11/05/2019,13:00,1.502
11/05/2019,14:00,1.109
11/05/2019,15:00,0.826
11/05/2019,16:00,0.728
11/05/2019,17:00,0.866
11/05/2019,18:00,1.216
11/05/2019,19:00,1.684
11/05/2019,20:00,2.201
11/05/2019,21:00,2.744
11/05/2019,22:00,3.237
11/05/2019,23:00,3.56
12/05/2019,0:00,3.673
12/05/2019,1:00,3.627
12/05/2019,2:00,3.469
12/05/2019,3:00,3.215
12/05/2019,4:00,2.924
12/05/2019,5:00,2.704
12/05/2019,6:00,2.599
12/05/2019,7:00,2.569
12/05/2019,8:00,2.575
12/05/2019,9:00,2.611
12/05/2019,10:00,2.631
12/05/2019,11:00,2.559
12/05/2019,12:00,2.361
12/05/2019,13:00,2.055
12/05/2019,14:00,1.696
12/05/2019,15:00,1.357
12/05/2019,16:00,1.1
12/05/2019,17:00,0.991
12/05/2019,18:00,1.1
12/05/2019,19:00,1.419
12/05/2019,20:00,1.854
12/05/2019,21:00,2.34
12/05/2019,22:00,2.857
12/05/2019,23:00,3.33
13/05/2019,0:00,3.629
13/05/2019,1:00,3.702
13/05/2019,2:00,3.596
13/05/2019,3:00,3.365
13/05/2019,4:00,3.041
13/05/2019,5:00,2.687
13/05/2019,6:00,2.406
13/05/2019,7:00,2.261
13/05/2019,8:00,2.234
13/05/2019,9:00,2.289
13/05/2019,10:00,2.396
13/05/2019,11:00,2.503
13/05/2019,12:00,2.541
13/05/2019,13:00,2.453
13/05/2019,14:00,2.233
13/05/2019,15:00,1.934
13/05/2019,16:00,1.637
13/05/2019,17:00,1.396
13/05/2019,18:00,1.276
13/05/2019,19:00,1.364
13/05/2019,20:00,1.66
13/05/2019,21:00,2.069
13/05/2019,22:00,2.527
13/05/2019,23:00,3.018
14/05/2019,0:00,3.453
14/05/2019,1:00,3.69
14/05/2019,2:00,3.676
14/05/2019,3:00,3.471
14/05/2019,4:00,3.149
14/05/2019,5:00,2.746
14/05/2019,6:00,2.321
14/05/2019,7:00,1.991
14/05/2019,8:00,1.847
14/05/2019,9:00,1.879
14/05/2019,10:00,2.019
14/05/2019,11:00,2.215
14/05/2019,12:00,2.425
14/05/2019,13:00,2.582
14/05/2019,14:00,2.597
14/05/2019,15:00,2.44
14/05/2019,16:00,2.187
14/05/2019,17:00,1.926
14/05/2019,18:00,1.697
14/05/2019,19:00,1.568
14/05/2019,20:00,1.646
14/05/2019,21:00,1.934
14/05/2019,22:00,2.325
14/05/2019,23:00,2.756
15/05/2019,0:00,3.206
15/05/2019,1:00,3.57
15/05/2019,2:00,3.702
15/05/2019,3:00,3.562
15/05/2019,4:00,3.24
15/05/2019,5:00,2.82
15/05/2019,6:00,2.333
15/05/2019,7:00,1.847
15/05/2019,8:00,1.51
15/05/2019,9:00,1.428
15/05/2019,10:00,1.563
15/05/2019,11:00,1.803
15/05/2019,12:00,2.095
15/05/2019,13:00,2.421
15/05/2019,14:00,2.692
15/05/2019,15:00,2.779
15/05/2019,16:00,2.658
15/05/2019,17:00,2.441
15/05/2019,18:00,2.212
15/05/2019,19:00,1.987
15/05/2019,20:00,1.848
15/05/2019,21:00,1.93
15/05/2019,22:00,2.224
15/05/2019,23:00,2.6
16/05/2019,0:00,2.991
16/05/2019,1:00,3.374
16/05/2019,2:00,3.635
16/05/2019,3:00,3.629
16/05/2019,4:00,3.348
16/05/2019,5:00,2.907
16/05/2019,6:00,2.393
16/05/2019,7:00,1.834
16/05/2019,8:00,1.323
16/05/2019,9:00,1.041
16/05/2019,10:00,1.076
16/05/2019,11:00,1.33
16/05/2019,12:00,1.668
16/05/2019,13:00,2.066
16/05/2019,14:00,2.511
16/05/2019,15:00,2.867
16/05/2019,16:00,2.981
16/05/2019,17:00,2.875
16/05/2019,18:00,2.69
16/05/2019,19:00,2.478
16/05/2019,20:00,2.238
16/05/2019,21:00,2.095
16/05/2019,22:00,2.201
16/05/2019,23:00,2.505
17/05/2019,0:00,2.848
17/05/2019,1:00,3.179
17/05/2019,2:00,3.477
17/05/2019,3:00,3.614
17/05/2019,4:00,3.458
17/05/2019,5:00,3.039
17/05/2019,6:00,2.495
17/05/2019,7:00,1.907
17/05/2019,8:00,1.31
17/05/2019,9:00,0.832
17/05/2019,10:00,0.664
17/05/2019,11:00,0.839
17/05/2019,12:00,1.204
17/05/2019,13:00,1.637
