"","Date","Time","SP","Temp"
"16028",2019-04-30,"19:32:00","Heron",12.5
"16029",2019-04-30,"20:32:00","Heron",12
"16030",2019-04-30,"21:32:00","Heron",12
"16031",2019-04-30,"22:32:00","Heron",12
"16032",2019-04-30,"23:32:00","Heron",11.5
"16033",2019-05-01,"00:32:00","Heron",11
"16034",2019-05-01,"01:32:00","Heron",11
"16035",2019-05-01,"02:32:00","Heron",11
"16036",2019-05-01,"03:32:00","Heron",11
"16037",2019-05-01,"04:32:00","Heron",11
"16038",2019-05-01,"05:32:00","Heron",10.5
"16039",2019-05-01,"06:32:00","Heron",10.5
"16040",2019-05-01,"07:32:00","Heron",10.5
"16041",2019-05-01,"08:32:00","Heron",11
"16042",2019-05-01,"09:32:00","Heron",11
"16043",2019-05-01,"10:32:00","Heron",11.5
"16044",2019-05-01,"11:32:00","Heron",11.5
"16045",2019-05-01,"12:32:00","Heron",12
"16046",2019-05-01,"13:32:00","Heron",12.5
"16047",2019-05-01,"14:32:00","Heron",13
"16048",2019-05-01,"15:32:00","Heron",13
"16049",2019-05-01,"16:32:00","Heron",13
"16050",2019-05-01,"17:32:00","Heron",12
"16051",2019-05-01,"18:32:00","Heron",12
"16052",2019-05-01,"19:32:00","Heron",12
"16053",2019-05-01,"20:32:00","Heron",12
"16054",2019-05-01,"21:32:00","Heron",11.5
"16055",2019-05-01,"22:32:00","Heron",11
"16056",2019-05-01,"23:32:00","Heron",10.5
"16057",2019-05-02,"00:32:00","Heron",10.5
"16058",2019-05-02,"01:32:00","Heron",10.5
"16059",2019-05-02,"02:32:00","Heron",10.5
"16060",2019-05-02,"03:32:00","Heron",10.5
"16061",2019-05-02,"04:32:00","Heron",10.5
"16062",2019-05-02,"05:32:00","Heron",10.5
"16063",2019-05-02,"06:32:00","Heron",10.5
"16064",2019-05-02,"07:32:00","Heron",10.5
"16065",2019-05-02,"08:32:00","Heron",11
"16066",2019-05-02,"09:32:00","Heron",11
"16067",2019-05-02,"10:32:00","Heron",11.5
"16068",2019-05-02,"11:32:00","Heron",12
"16069",2019-05-02,"12:32:00","Heron",12.5
"16070",2019-05-02,"13:32:00","Heron",12.5
"16071",2019-05-02,"14:32:00","Heron",12.5
"16072",2019-05-02,"15:32:00","Heron",12
"16073",2019-05-02,"16:32:00","Heron",12
"16074",2019-05-02,"17:32:00","Heron",12
"16075",2019-05-02,"18:32:00","Heron",12
"16076",2019-05-02,"19:32:00","Heron",12
"16077",2019-05-02,"20:32:00","Heron",12
"16078",2019-05-02,"21:32:00","Heron",12
"16079",2019-05-02,"22:32:00","Heron",11.5
"16080",2019-05-02,"23:32:00","Heron",11
"16081",2019-05-03,"00:32:00","Heron",11
"16082",2019-05-03,"01:32:00","Heron",11
"16083",2019-05-03,"02:32:00","Heron",11
"16084",2019-05-03,"03:32:00","Heron",10.5
"16085",2019-05-03,"04:32:00","Heron",10.5
"16086",2019-05-03,"05:32:00","Heron",10.5
"16087",2019-05-03,"06:32:00","Heron",11
"16088",2019-05-03,"07:32:00","Heron",11
"16089",2019-05-03,"08:32:00","Heron",11
"16090",2019-05-03,"09:32:00","Heron",11.5
"16091",2019-05-03,"10:32:00","Heron",12
"16092",2019-05-03,"11:32:00","Heron",12.5
"16093",2019-05-03,"12:32:00","Heron",12.5
"16094",2019-05-03,"13:32:00","Heron",13
"16095",2019-05-03,"14:32:00","Heron",12.5
"16096",2019-05-03,"15:32:00","Heron",13
"16097",2019-05-03,"16:32:00","Heron",13
"16098",2019-05-03,"17:32:00","Heron",13
"16099",2019-05-03,"18:32:00","Heron",13
"16100",2019-05-03,"19:32:00","Heron",12.5
"16101",2019-05-03,"20:32:00","Heron",12.5
"16102",2019-05-03,"21:32:00","Heron",12.5
"16103",2019-05-03,"22:32:00","Heron",12.5
"16104",2019-05-03,"23:32:00","Heron",12.5
"16105",2019-05-04,"00:32:00","Heron",12
"16106",2019-05-04,"01:32:00","Heron",12
"16107",2019-05-04,"02:32:00","Heron",11.5
"16108",2019-05-04,"03:32:00","Heron",11
"16109",2019-05-04,"04:32:00","Heron",11
"16110",2019-05-04,"05:32:00","Heron",11.5
"16111",2019-05-04,"06:32:00","Heron",11.5
"16112",2019-05-04,"07:32:00","Heron",11.5
"16113",2019-05-04,"08:32:00","Heron",12
"16114",2019-05-04,"09:32:00","Heron",12
"16115",2019-05-04,"10:32:00","Heron",12.5
"16116",2019-05-04,"11:32:00","Heron",13
"16117",2019-05-04,"12:32:00","Heron",13.5
"16118",2019-05-04,"13:32:00","Heron",13.5
"16119",2019-05-04,"14:32:00","Heron",13.5
"16120",2019-05-04,"15:32:00","Heron",13
"16121",2019-05-04,"16:32:00","Heron",13
"16122",2019-05-04,"17:32:00","Heron",13
"16123",2019-05-04,"18:32:00","Heron",13
"16124",2019-05-04,"19:32:00","Heron",13
"16125",2019-05-04,"20:32:00","Heron",13
"16126",2019-05-04,"21:32:00","Heron",13
"16127",2019-05-04,"22:32:00","Heron",13
"16128",2019-05-04,"23:32:00","Heron",13
"16129",2019-05-05,"00:32:00","Heron",13
"16130",2019-05-05,"01:32:00","Heron",12.5
"16131",2019-05-05,"02:32:00","Heron",12.5
"16132",2019-05-05,"03:32:00","Heron",12.5
"16133",2019-05-05,"04:32:00","Heron",12.5
"16134",2019-05-05,"05:32:00","Heron",12.5
"16135",2019-05-05,"06:32:00","Heron",12.5
"16136",2019-05-05,"07:32:00","Heron",12.5
"16137",2019-05-05,"08:32:00","Heron",12.5
"16138",2019-05-05,"09:32:00","Heron",12.5
"16139",2019-05-05,"10:32:00","Heron",13
"16140",2019-05-05,"11:32:00","Heron",14
"16141",2019-05-05,"12:32:00","Heron",17
"16142",2019-05-05,"13:32:00","Heron",15
"16143",2019-05-05,"14:32:00","Heron",14.5
"16144",2019-05-05,"15:32:00","Heron",14
"16145",2019-05-05,"16:32:00","Heron",13
"16146",2019-05-05,"17:32:00","Heron",13
"16147",2019-05-05,"18:32:00","Heron",13
"16148",2019-05-05,"19:32:00","Heron",13
"16149",2019-05-05,"20:32:00","Heron",13
"16150",2019-05-05,"21:32:00","Heron",13
"16151",2019-05-05,"22:32:00","Heron",13
"16152",2019-05-05,"23:32:00","Heron",12.5
"16153",2019-05-06,"00:32:00","Heron",12
"16154",2019-05-06,"01:32:00","Heron",12
"16155",2019-05-06,"02:32:00","Heron",12
"16156",2019-05-06,"03:32:00","Heron",12
"16157",2019-05-06,"04:32:00","Heron",12
"16158",2019-05-06,"05:32:00","Heron",12
"16159",2019-05-06,"06:32:00","Heron",11.5
"16160",2019-05-06,"07:32:00","Heron",12
"16161",2019-05-06,"08:32:00","Heron",12
"16162",2019-05-06,"09:32:00","Heron",12
"16163",2019-05-06,"10:32:00","Heron",12.5
"16164",2019-05-06,"11:32:00","Heron",14
"16165",2019-05-06,"12:32:00","Heron",18.5
"16166",2019-05-06,"13:32:00","Heron",20
"16167",2019-05-06,"14:32:00","Heron",16
"16168",2019-05-06,"15:32:00","Heron",15
"16169",2019-05-06,"16:32:00","Heron",13.5
"16170",2019-05-06,"17:32:00","Heron",13
"16171",2019-05-06,"18:32:00","Heron",12.5
"16172",2019-05-06,"19:32:00","Heron",12
"16173",2019-05-06,"20:32:00","Heron",12
"16174",2019-05-06,"21:32:00","Heron",11.5
"16175",2019-05-06,"22:32:00","Heron",11.5
"16176",2019-05-06,"23:32:00","Heron",11.5
"16177",2019-05-07,"00:32:00","Heron",11.5
"16178",2019-05-07,"01:32:00","Heron",11.5
"16179",2019-05-07,"02:32:00","Heron",11.5
"16180",2019-05-07,"03:32:00","Heron",11
"16181",2019-05-07,"04:32:00","Heron",11
"16182",2019-05-07,"05:32:00","Heron",11
"16183",2019-05-07,"06:32:00","Heron",11
"16184",2019-05-07,"07:32:00","Heron",11
"16185",2019-05-07,"08:32:00","Heron",11
"16186",2019-05-07,"09:32:00","Heron",11.5
"16187",2019-05-07,"10:32:00","Heron",11.5
"16188",2019-05-07,"11:32:00","Heron",12.5
"16189",2019-05-07,"12:32:00","Heron",16
"16190",2019-05-07,"13:32:00","Heron",18.5
"16191",2019-05-07,"14:32:00","Heron",20
"16192",2019-05-07,"15:32:00","Heron",14
"16193",2019-05-07,"16:32:00","Heron",13
"16194",2019-05-07,"17:32:00","Heron",12.5
"16195",2019-05-07,"18:32:00","Heron",12.5
"16196",2019-05-07,"19:32:00","Heron",11.5
"16197",2019-05-07,"20:32:00","Heron",11.5
"16198",2019-05-07,"21:32:00","Heron",11.5
"16199",2019-05-07,"22:32:00","Heron",11.5
"16200",2019-05-07,"23:32:00","Heron",11.5
"16201",2019-05-08,"00:32:00","Heron",11.5
"16202",2019-05-08,"01:32:00","Heron",11.5
"16203",2019-05-08,"02:32:00","Heron",11.5
"16204",2019-05-08,"03:32:00","Heron",11.5
"16205",2019-05-08,"04:32:00","Heron",11.5
"16206",2019-05-08,"05:32:00","Heron",11.5
"16207",2019-05-08,"06:32:00","Heron",11.5
"16208",2019-05-08,"07:32:00","Heron",11.5
"16209",2019-05-08,"08:32:00","Heron",11.5
"16210",2019-05-08,"09:32:00","Heron",11.5
"16211",2019-05-08,"10:32:00","Heron",12
"16212",2019-05-08,"11:32:00","Heron",12.5
"16213",2019-05-08,"12:32:00","Heron",15.5
"16214",2019-05-08,"13:32:00","Heron",19.5
"16215",2019-05-08,"14:32:00","Heron",21.5
"16216",2019-05-08,"15:32:00","Heron",23
"16217",2019-05-08,"16:32:00","Heron",15.5
"16218",2019-05-08,"17:32:00","Heron",13.5
"16219",2019-05-08,"18:32:00","Heron",13
"16220",2019-05-08,"19:32:00","Heron",12.5
"16221",2019-05-08,"20:32:00","Heron",12.5
"16222",2019-05-08,"21:32:00","Heron",12
"16223",2019-05-08,"22:32:00","Heron",11.5
"16224",2019-05-08,"23:32:00","Heron",11.5
"16225",2019-05-09,"00:32:00","Heron",11.5
"16226",2019-05-09,"01:32:00","Heron",11.5
"16227",2019-05-09,"02:32:00","Heron",11.5
"16228",2019-05-09,"03:32:00","Heron",12
"16229",2019-05-09,"04:32:00","Heron",12
"16230",2019-05-09,"05:32:00","Heron",11.5
"16231",2019-05-09,"06:32:00","Heron",11.5
"16232",2019-05-09,"07:32:00","Heron",11.5
"16233",2019-05-09,"08:32:00","Heron",11.5
"16234",2019-05-09,"09:32:00","Heron",12
"16235",2019-05-09,"10:32:00","Heron",12
"16236",2019-05-09,"11:32:00","Heron",12.5
"16237",2019-05-09,"12:32:00","Heron",13.5
"16238",2019-05-09,"13:32:00","Heron",20
"16239",2019-05-09,"14:32:00","Heron",25.5
"16240",2019-05-09,"15:32:00","Heron",28.5
"16241",2019-05-09,"16:32:00","Heron",29
"16242",2019-05-09,"17:32:00","Heron",16
"16243",2019-05-09,"18:32:00","Heron",14
"16244",2019-05-09,"19:32:00","Heron",13
"16245",2019-05-09,"20:32:00","Heron",12.5
"16246",2019-05-09,"21:32:00","Heron",12
"16247",2019-05-09,"22:32:00","Heron",12
"16248",2019-05-09,"23:32:00","Heron",12
"16249",2019-05-10,"00:32:00","Heron",12
"16250",2019-05-10,"01:32:00","Heron",11.5
"16251",2019-05-10,"02:32:00","Heron",12
"16252",2019-05-10,"03:32:00","Heron",12
"16253",2019-05-10,"04:32:00","Heron",12
"16254",2019-05-10,"05:32:00","Heron",12
"16255",2019-05-10,"06:32:00","Heron",11.5
"16256",2019-05-10,"07:32:00","Heron",12
"16257",2019-05-10,"08:32:00","Heron",12.5
"16258",2019-05-10,"09:32:00","Heron",12.5
"16259",2019-05-10,"10:32:00","Heron",12.5
"16260",2019-05-10,"11:32:00","Heron",13
"16261",2019-05-10,"12:32:00","Heron",14.5
"16262",2019-05-10,"13:32:00","Heron",15
"16263",2019-05-10,"14:32:00","Heron",22
"16264",2019-05-10,"15:32:00","Heron",27
"16265",2019-05-10,"16:32:00","Heron",29
"16266",2019-05-10,"17:32:00","Heron",19
"16267",2019-05-10,"18:32:00","Heron",15
"16268",2019-05-10,"19:32:00","Heron",14
"16269",2019-05-10,"20:32:00","Heron",13
"16270",2019-05-10,"21:32:00","Heron",12.5
"16271",2019-05-10,"22:32:00","Heron",12
"16272",2019-05-10,"23:32:00","Heron",11.5
"16273",2019-05-11,"00:32:00","Heron",11.5
"16274",2019-05-11,"01:32:00","Heron",12
"16275",2019-05-11,"02:32:00","Heron",12.5
"16276",2019-05-11,"03:32:00","Heron",12.5
"16277",2019-05-11,"04:32:00","Heron",12
"16278",2019-05-11,"05:32:00","Heron",12
"16279",2019-05-11,"06:32:00","Heron",12
"16280",2019-05-11,"07:32:00","Heron",12
"16281",2019-05-11,"08:32:00","Heron",12.5
"16282",2019-05-11,"09:32:00","Heron",13
"16283",2019-05-11,"10:32:00","Heron",13.5
"16284",2019-05-11,"11:32:00","Heron",13.5
"16285",2019-05-11,"12:32:00","Heron",14.5
"16286",2019-05-11,"13:32:00","Heron",15.5
"16287",2019-05-11,"14:32:00","Heron",15.5
"16288",2019-05-11,"15:32:00","Heron",16
"16289",2019-05-11,"16:32:00","Heron",21
"16290",2019-05-11,"17:32:00","Heron",19
"16291",2019-05-11,"18:32:00","Heron",17.5
"16292",2019-05-11,"19:32:00","Heron",15.5
"16293",2019-05-11,"20:32:00","Heron",14
"16294",2019-05-11,"21:32:00","Heron",13
"16295",2019-05-11,"22:32:00","Heron",12.5
"16296",2019-05-11,"23:32:00","Heron",12.5
"16297",2019-05-12,"00:32:00","Heron",13
"16298",2019-05-12,"01:32:00","Heron",14
"16299",2019-05-12,"02:32:00","Heron",14
"16300",2019-05-12,"03:32:00","Heron",14.5
"16301",2019-05-12,"04:32:00","Heron",14.5
"16302",2019-05-12,"05:32:00","Heron",14.5
"16303",2019-05-12,"06:32:00","Heron",14.5
"16304",2019-05-12,"07:32:00","Heron",14.5
"16305",2019-05-12,"08:32:00","Heron",14.5
"16306",2019-05-12,"09:32:00","Heron",15
"16307",2019-05-12,"10:32:00","Heron",15
"16308",2019-05-12,"11:32:00","Heron",15
"16309",2019-05-12,"12:32:00","Heron",15.5
"16310",2019-05-12,"13:32:00","Heron",15.5
"16311",2019-05-12,"14:32:00","Heron",15.5
"16312",2019-05-12,"15:32:00","Heron",16
"16313",2019-05-12,"16:32:00","Heron",16.5
"16314",2019-05-12,"17:32:00","Heron",16.5
"16315",2019-05-12,"18:32:00","Heron",17
"16316",2019-05-12,"19:32:00","Heron",16.5
"16317",2019-05-12,"20:32:00","Heron",15.5
"16318",2019-05-12,"21:32:00","Heron",14
"16319",2019-05-12,"22:32:00","Heron",12.5
"16320",2019-05-12,"23:32:00","Heron",12
"16321",2019-05-13,"00:32:00","Heron",11.5
"16322",2019-05-13,"01:32:00","Heron",11.5
"16323",2019-05-13,"02:32:00","Heron",11.5
"16324",2019-05-13,"03:32:00","Heron",12
"16325",2019-05-13,"04:32:00","Heron",12
"16326",2019-05-13,"05:32:00","Heron",12
"16327",2019-05-13,"06:32:00","Heron",12
"16328",2019-05-13,"07:32:00","Heron",12.5
"16329",2019-05-13,"08:32:00","Heron",12.5
"16330",2019-05-13,"09:32:00","Heron",13
"16331",2019-05-13,"10:32:00","Heron",13
"16332",2019-05-13,"11:32:00","Heron",13
"16333",2019-05-13,"12:32:00","Heron",13.5
"16334",2019-05-13,"13:32:00","Heron",13.5
"16335",2019-05-13,"14:32:00","Heron",13.5
"16336",2019-05-13,"15:32:00","Heron",13.5
"16337",2019-05-13,"16:32:00","Heron",13.5
"16338",2019-05-13,"17:32:00","Heron",14
"16339",2019-05-13,"18:32:00","Heron",14
"16340",2019-05-13,"19:32:00","Heron",14
"16341",2019-05-13,"20:32:00","Heron",13.5
"16342",2019-05-13,"21:32:00","Heron",13.5
"16343",2019-05-13,"22:32:00","Heron",13
"16344",2019-05-13,"23:32:00","Heron",12.5
"16345",2019-05-14,"00:32:00","Heron",12.5
"16346",2019-05-14,"01:32:00","Heron",12.5
"16347",2019-05-14,"02:32:00","Heron",12.5
"16348",2019-05-14,"03:32:00","Heron",12.5
"16349",2019-05-14,"04:32:00","Heron",13
"16350",2019-05-14,"05:32:00","Heron",13
"16351",2019-05-14,"06:32:00","Heron",13
"16352",2019-05-14,"07:32:00","Heron",13
"16353",2019-05-14,"08:32:00","Heron",13
"16354",2019-05-14,"09:32:00","Heron",13
"16355",2019-05-14,"10:32:00","Heron",13
"16356",2019-05-14,"11:32:00","Heron",13.5
"16357",2019-05-14,"12:32:00","Heron",13.5
"16358",2019-05-14,"13:32:00","Heron",13.5
"16359",2019-05-14,"14:32:00","Heron",13.5
"16360",2019-05-14,"15:32:00","Heron",13.5
"16361",2019-05-14,"16:32:00","Heron",13.5
"16362",2019-05-14,"17:32:00","Heron",13.5
"16363",2019-05-14,"18:32:00","Heron",14
"16364",2019-05-14,"19:32:00","Heron",13.5
"16365",2019-05-14,"20:32:00","Heron",13.5
"16366",2019-05-14,"21:32:00","Heron",13.5
"16367",2019-05-14,"22:32:00","Heron",13
"16368",2019-05-14,"23:32:00","Heron",12
"16369",2019-05-15,"00:32:00","Heron",11.5
"16370",2019-05-15,"01:32:00","Heron",11.5
"16371",2019-05-15,"02:32:00","Heron",11.5
"16372",2019-05-15,"03:32:00","Heron",11.5
"16373",2019-05-15,"04:32:00","Heron",12
"16374",2019-05-15,"05:32:00","Heron",12
"16375",2019-05-15,"06:32:00","Heron",12
"16376",2019-05-15,"07:32:00","Heron",12
"16377",2019-05-15,"08:32:00","Heron",12.5
"16378",2019-05-15,"09:32:00","Heron",12.5
"16379",2019-05-15,"10:32:00","Heron",13
"16380",2019-05-15,"11:32:00","Heron",13.5
"16381",2019-05-15,"12:32:00","Heron",13.5
"16382",2019-05-15,"13:32:00","Heron",14
"16383",2019-05-15,"14:32:00","Heron",14
"16384",2019-05-15,"15:32:00","Heron",14.5
"16385",2019-05-15,"16:32:00","Heron",14.5
"16386",2019-05-15,"17:32:00","Heron",14.5
"16387",2019-05-15,"18:32:00","Heron",14.5
"16388",2019-05-15,"19:32:00","Heron",14.5
"16389",2019-05-15,"20:32:00","Heron",14.5
"16390",2019-05-15,"21:32:00","Heron",14.5
"16391",2019-05-15,"22:32:00","Heron",14.5
"16392",2019-05-15,"23:32:00","Heron",14.5
"16393",2019-05-16,"00:32:00","Heron",14.5
"16394",2019-05-16,"01:32:00","Heron",14.5
"16395",2019-05-16,"02:32:00","Heron",14
"16396",2019-05-16,"03:32:00","Heron",14.5
"16397",2019-05-16,"04:32:00","Heron",14
"16398",2019-05-16,"05:32:00","Heron",14
"16399",2019-05-16,"06:32:00","Heron",14
"16400",2019-05-16,"07:32:00","Heron",14
"16401",2019-05-16,"08:32:00","Heron",14.5
"16402",2019-05-16,"09:32:00","Heron",14.5
"16403",2019-05-16,"10:32:00","Heron",14.5
"16404",2019-05-16,"11:32:00","Heron",15
"16405",2019-05-16,"12:32:00","Heron",14.5
"16406",2019-05-16,"13:32:00","Heron",15
"16407",2019-05-16,"14:32:00","Heron",15
"16408",2019-05-16,"15:32:00","Heron",15
"16409",2019-05-16,"16:32:00","Heron",14.5
"16410",2019-05-16,"17:32:00","Heron",14.5
"16411",2019-05-16,"18:32:00","Heron",14.5
"16412",2019-05-16,"19:32:00","Heron",14.5
"16413",2019-05-16,"20:32:00","Heron",14.5
"16414",2019-05-16,"21:32:00","Heron",14
"16415",2019-05-16,"22:32:00","Heron",14
"16416",2019-05-16,"23:32:00","Heron",14
"16417",2019-05-17,"00:32:00","Heron",14
"16418",2019-05-17,"01:32:00","Heron",13.5
"16419",2019-05-17,"02:32:00","Heron",13.5
"16420",2019-05-17,"03:32:00","Heron",13.5
"16421",2019-05-17,"04:32:00","Heron",13.5
"16422",2019-05-17,"05:32:00","Heron",13.5
"16423",2019-05-17,"06:32:00","Heron",14
"16424",2019-05-17,"07:32:00","Heron",14
"16425",2019-05-17,"08:32:00","Heron",14
"16426",2019-05-17,"09:32:00","Heron",14
"16427",2019-05-17,"10:32:00","Heron",15
"16428",2019-05-17,"11:32:00","Heron",15
"16429",2019-05-17,"12:32:00","Heron",15
"16430",2019-05-17,"13:32:00","Heron",14.5
"16431",2019-05-17,"14:32:00","Heron",14
"16432",2019-05-17,"15:32:00","Heron",14
"16433",2019-05-17,"16:32:00","Heron",14.5
"16434",2019-05-17,"17:32:00","Heron",14.5
"16435",2019-05-17,"18:32:00","Heron",14.5
"16436",2019-05-17,"19:32:00","Heron",14
"16437",2019-05-17,"20:32:00","Heron",14
"16438",2019-05-17,"21:32:00","Heron",14
"16439",2019-05-17,"22:32:00","Heron",14
"16440",2019-05-17,"23:32:00","Heron",14
"16441",2019-05-18,"00:32:00","Heron",13.5
"16442",2019-05-18,"01:32:00","Heron",13
"16443",2019-05-18,"02:32:00","Heron",12.5
"16444",2019-05-18,"03:32:00","Heron",12
"16445",2019-05-18,"04:32:00","Heron",12
"16446",2019-05-18,"05:32:00","Heron",12.5
"16447",2019-05-18,"06:32:00","Heron",13
"16448",2019-05-18,"07:32:00","Heron",13
"16449",2019-05-18,"08:32:00","Heron",13
"16450",2019-05-18,"09:32:00","Heron",13
"16451",2019-05-18,"10:32:00","Heron",13.5
"16452",2019-05-18,"11:32:00","Heron",18
"16453",2019-05-18,"12:32:00","Heron",18
"16454",2019-05-18,"13:32:00","Heron",15.5
"16455",2019-05-18,"14:32:00","Heron",14.5
"16456",2019-05-18,"15:32:00","Heron",14
"16457",2019-05-18,"16:32:00","Heron",14
"16458",2019-05-18,"17:32:00","Heron",13.5
"16459",2019-05-18,"18:32:00","Heron",13.5
"16460",2019-05-18,"19:32:00","Heron",13.5
"16461",2019-05-18,"20:32:00","Heron",13.5
"16462",2019-05-18,"21:32:00","Heron",13.5
"16463",2019-05-18,"22:32:00","Heron",13.5
"16464",2019-05-18,"23:32:00","Heron",13.5
"16465",2019-05-19,"00:32:00","Heron",14
"16466",2019-05-19,"01:32:00","Heron",14
"16467",2019-05-19,"02:32:00","Heron",13.5
"16468",2019-05-19,"03:32:00","Heron",13.5
"16469",2019-05-19,"04:32:00","Heron",13.5
"16470",2019-05-19,"05:32:00","Heron",14
"16471",2019-05-19,"06:32:00","Heron",14
"16472",2019-05-19,"07:32:00","Heron",14
"16473",2019-05-19,"08:32:00","Heron",14
"16474",2019-05-19,"09:32:00","Heron",14.5
"16475",2019-05-19,"10:32:00","Heron",15
"16476",2019-05-19,"11:32:00","Heron",19.5
"16477",2019-05-19,"12:32:00","Heron",22.5
"16478",2019-05-19,"13:32:00","Heron",21
"16479",2019-05-19,"14:32:00","Heron",17
"16480",2019-05-19,"15:32:00","Heron",16
"16481",2019-05-19,"16:32:00","Heron",15.5
"16482",2019-05-19,"17:32:00","Heron",15
"16483",2019-05-19,"18:32:00","Heron",15
"16484",2019-05-19,"19:32:00","Heron",14.5
"16485",2019-05-19,"20:32:00","Heron",14.5
"16486",2019-05-19,"21:32:00","Heron",15
"16487",2019-05-19,"22:32:00","Heron",14.5
"16488",2019-05-19,"23:32:00","Heron",14.5
"16489",2019-05-20,"00:32:00","Heron",14
"16490",2019-05-20,"01:32:00","Heron",13.5
"16491",2019-05-20,"02:32:00","Heron",13
"16492",2019-05-20,"03:32:00","Heron",13
"16493",2019-05-20,"04:32:00","Heron",14
"16494",2019-05-20,"05:32:00","Heron",14
"16495",2019-05-20,"06:32:00","Heron",14
"16496",2019-05-20,"07:32:00","Heron",14
"16497",2019-05-20,"08:32:00","Heron",14
"16498",2019-05-20,"09:32:00","Heron",14.5
"16499",2019-05-20,"10:32:00","Heron",14.5
"16500",2019-05-20,"11:32:00","Heron",15
"16501",2019-05-20,"12:32:00","Heron",17.5
"16502",2019-05-20,"13:32:00","Heron",16
"16503",2019-05-20,"14:32:00","Heron",15.5
"16504",2019-05-20,"15:32:00","Heron",15
"16505",2019-05-20,"16:32:00","Heron",14.5
"16506",2019-05-20,"17:32:00","Heron",14
"16507",2019-05-20,"18:32:00","Heron",13
"16508",2019-05-20,"19:32:00","Heron",12.5
"16509",2019-05-20,"20:32:00","Heron",12.5
"16510",2019-05-20,"21:32:00","Heron",13
"16511",2019-05-20,"22:32:00","Heron",13
"16512",2019-05-20,"23:32:00","Heron",13
"16513",2019-05-21,"00:32:00","Heron",13
"16514",2019-05-21,"01:32:00","Heron",13
"16515",2019-05-21,"02:32:00","Heron",12.5
"16516",2019-05-21,"03:32:00","Heron",12.5
"16517",2019-05-21,"04:32:00","Heron",12.5
"16518",2019-05-21,"05:32:00","Heron",13
"16519",2019-05-21,"06:32:00","Heron",13
"16520",2019-05-21,"07:32:00","Heron",13
"16521",2019-05-21,"08:32:00","Heron",13
"16522",2019-05-21,"09:32:00","Heron",13
"16523",2019-05-21,"10:32:00","Heron",13.5
"16524",2019-05-21,"11:32:00","Heron",14
"16525",2019-05-21,"12:32:00","Heron",16
"16526",2019-05-21,"13:32:00","Heron",17.5
"16527",2019-05-21,"14:32:00","Heron",21
"16528",2019-05-21,"15:32:00","Heron",15.5
"16529",2019-05-21,"16:32:00","Heron",15
"16530",2019-05-21,"17:32:00","Heron",14.5
"16531",2019-05-21,"18:32:00","Heron",14
"16532",2019-05-21,"19:32:00","Heron",14
"16533",2019-05-21,"20:32:00","Heron",14
"16534",2019-05-21,"21:32:00","Heron",13.5
"16535",2019-05-21,"22:32:00","Heron",13.5
"16536",2019-05-21,"23:32:00","Heron",13.5
"16537",2019-05-22,"00:32:00","Heron",13.5
"16538",2019-05-22,"01:32:00","Heron",13.5
"16539",2019-05-22,"02:32:00","Heron",13.5
"16540",2019-05-22,"03:32:00","Heron",13.5
"16541",2019-05-22,"04:32:00","Heron",13.5
"16542",2019-05-22,"05:32:00","Heron",13.5
"16543",2019-05-22,"06:32:00","Heron",13.5
"16544",2019-05-22,"07:32:00","Heron",13.5
"16545",2019-05-22,"08:32:00","Heron",13.5
"16546",2019-05-22,"09:32:00","Heron",13.5
"16547",2019-05-22,"10:32:00","Heron",14
"16548",2019-05-22,"11:32:00","Heron",14.5
"16549",2019-05-22,"12:32:00","Heron",15.5
"16550",2019-05-22,"13:32:00","Heron",20.5
"16551",2019-05-22,"14:32:00","Heron",22.5
"16552",2019-05-22,"15:32:00","Heron",24
"16553",2019-05-22,"16:32:00","Heron",17.5
"16554",2019-05-22,"17:32:00","Heron",16
"16555",2019-05-22,"18:32:00","Heron",15
"16556",2019-05-22,"19:32:00","Heron",14.5
"16557",2019-05-22,"20:32:00","Heron",14
"16558",2019-05-22,"21:32:00","Heron",14
"16559",2019-05-22,"22:32:00","Heron",13.5
"16560",2019-05-22,"23:32:00","Heron",13.5
"16561",2019-05-23,"00:32:00","Heron",13.5
"16562",2019-05-23,"01:32:00","Heron",13.5
"16563",2019-05-23,"02:32:00","Heron",13.5
"16564",2019-05-23,"03:32:00","Heron",13
"16565",2019-05-23,"04:32:00","Heron",13
"16566",2019-05-23,"05:32:00","Heron",13.5
"16567",2019-05-23,"06:32:00","Heron",13.5
"16568",2019-05-23,"07:32:00","Heron",13.5
"16569",2019-05-23,"08:32:00","Heron",13.5
"16570",2019-05-23,"09:32:00","Heron",13.5
"16571",2019-05-23,"10:32:00","Heron",14
"16572",2019-05-23,"11:32:00","Heron",14.5
"16573",2019-05-23,"12:32:00","Heron",15
"16574",2019-05-23,"13:32:00","Heron",16.5
"16575",2019-05-23,"14:32:00","Heron",25
"16576",2019-05-23,"15:32:00","Heron",27.5
"16577",2019-05-23,"16:32:00","Heron",20
"16578",2019-05-23,"17:32:00","Heron",16.5
"16579",2019-05-23,"18:32:00","Heron",15
"16580",2019-05-23,"19:32:00","Heron",14.5
"16581",2019-05-23,"20:32:00","Heron",14
"16582",2019-05-23,"21:32:00","Heron",14
"16583",2019-05-23,"22:32:00","Heron",14.5
"16584",2019-05-23,"23:32:00","Heron",14.5
"16585",2019-05-24,"00:32:00","Heron",14.5
