SP,SR,ID,Tank,Treat,Date,Dead,
Heron,Nanaimo,HG84,5,19A,2018-07-16,0,
Heron,Nanaimo,HG84,5,19A,2018-07-18,1,
Heron,Nanaimo,HW01,5,19A,2018-07-16,0,
Heron,Nanaimo,HW01,5,19A,2018-09-03,0,
Heron,Nanaimo,HW04,5,19A,2018-07-18,1,
Heron,Nanaimo,HW25,5,19A,2018-07-16,0,
Heron,Nanaimo,HW25,5,19A,2018-07-18,1,
Heron,Nanaimo,HW41,5,19A,2018-07-16,0,
Heron,Nanaimo,HW41,5,19A,2018-07-18,1,
Kwak,Calvert,KB01,5,19A,2018-07-18,1,
Kwak,Calvert,KB03,5,19A,2018-07-16,0,
Kwak,Calvert,KB03,5,19A,2018-07-18,1,
Kwak,Calvert,KB03,5,19A,2018-09-03,0,
Kwak,Calvert,KB07,5,19A,2018-07-16,0,
Kwak,Calvert,KB07,5,19A,2018-09-03,0,
Kwak,Calvert,KB23,5,19A,2018-07-16,0,
Kwak,Calvert,KB23,5,19A,2018-07-18,1,
Kwak,Calvert,KB82,5,19A,2018-07-16,0,
Kwak,Calvert,KB82,5,19A,2018-07-18,1,
Kwak,Calvert,KB87,5,19A,2018-07-16,0,
Kwak,Calvert,KB87,5,19A,2018-07-18,1,
Kwak,Calvert,KB87,5,19A,2018-09-03,0,
Kwak,Calvert,KG66,5,19A,2018-07-16,0,
Kwak,Calvert,KG66,5,19A,2018-07-18,1,
Kwak,Calvert,KG71,5,19A,2018-07-16,0,
Kwak,Calvert,KG71,5,19A,2018-07-18,1,
Pruth,Calvert,PO38,5,19A,2018-07-16,0,
Pruth,Calvert,PO38,5,19A,2018-07-18,1,
Pruth,Calvert,PO89,5,19A,2018-07-16,0,
Pruth,Calvert,PO89,5,19A,2018-07-18,1,
Pruth,Calvert,PY18,5,19A,2018-07-16,0,
Pruth,Calvert,PY18,5,19A,2018-07-18,1,
Pruth,Calvert,PY30,5,19A,2018-07-16,0,
Pruth,Calvert,PY30,5,19A,2018-07-18,1,
Pruth,Calvert,PY85,5,19A,2018-07-16,0,
Pruth,Calvert,PY85,5,19A,2018-07-18,1,
Pruth,Calvert,PY87,5,19A,2018-07-16,0,
Pruth,Calvert,PY87,5,19A,2018-07-18,1,
Pruth,Calvert,PY99,5,19A,2018-07-16,0,
Pruth,Calvert,PY99,5,19A,2018-07-18,1,
Cedar,Nanaimo,CB39,10,19A,2018-07-16,0,
Cedar,Nanaimo,CB39,10,19A,2018-09-03,0,
Cedar,Nanaimo,CB41,10,19A,2018-07-16,0,
Cedar,Nanaimo,CB41,10,19A,2018-09-03,0,
Cedar,Nanaimo,CB94,10,19A,2018-07-16,0,
Cedar,Nanaimo,CB94,10,19A,2018-09-03,0,
Cedar,Nanaimo,CB98,10,19A,2018-07-16,0,
Cedar,Nanaimo,CB98,10,19A,2018-09-03,0,
Cedar,Nanaimo,CO15,10,19A,2018-07-16,0,
Cedar,Nanaimo,CO15,10,19A,2018-09-03,0,
Cedar,Nanaimo,CO19,10,19A,2018-07-16,0,
Cedar,Nanaimo,CO19,10,19A,2018-09-03,0,
Cedar,Nanaimo,CO94,10,19A,2018-07-16,0,
Cedar,Nanaimo,CO94,10,19A,2018-09-03,0,
Heron,Nanaimo,HG19,10,19A,2018-07-16,0,
Heron,Nanaimo,HG19,10,19A,2018-09-03,0,
Heron,Nanaimo,HG20,10,19A,2018-07-16,0,
Heron,Nanaimo,HG20,10,19A,2018-09-03,0,
Heron,Nanaimo,HG42,10,19A,2018-07-16,0,
Heron,Nanaimo,HG42,10,19A,2018-09-03,0,
Heron,Nanaimo,HG48,10,19A,2018-07-16,0,
Heron,Nanaimo,HG48,10,19A,2018-09-03,0,
Heron,Nanaimo,HG70,10,19A,2018-07-16,0,
Heron,Nanaimo,HG70,10,19A,2018-09-03,0,
Heron,Nanaimo,HW61,10,19A,2018-07-16,0,
Heron,Nanaimo,HW61,10,19A,2018-09-03,0,
Heron,Nanaimo,HW70,10,19A,2018-07-16,0,
Heron,Nanaimo,HW70,10,19A,2018-09-03,0,
Kwak,Calvert,KB72,10,19A,2018-07-16,0,
Kwak,Calvert,KB72,10,19A,2018-09-03,0,
Kwak,Calvert,KB74,10,19A,2018-07-16,0,
Kwak,Calvert,KB74,10,19A,2018-09-03,0,
Kwak,Calvert,KG24,10,19A,2018-07-16,0,
Kwak,Calvert,KG24,10,19A,2018-09-03,0,
Kwak,Calvert,KG30,10,19A,2018-07-16,0,
Kwak,Calvert,KG30,10,19A,2018-09-03,0,
Kwak,Calvert,KG54,10,19A,2018-07-16,0,
Kwak,Calvert,KG54,10,19A,2018-09-03,0,
Kwak,Calvert,KG83,10,19A,2018-07-16,0,
Kwak,Calvert,KG83,10,19A,2018-09-03,0,
Kwak,Calvert,KG85,10,19A,2018-07-16,0,
Kwak,Calvert,KG85,10,19A,2018-09-03,0,
Pruth,Calvert,PO08,10,19A,2018-07-16,0,
Pruth,Calvert,PO08,10,19A,2018-09-03,0,
Pruth,Calvert,PO10,10,19A,2018-07-16,0,
Pruth,Calvert,PO10,10,19A,2018-09-03,0,
Pruth,Calvert,PO16,10,19A,2018-07-16,0,
Pruth,Calvert,PO16,10,19A,2018-09-03,0,
Pruth,Calvert,PO56,10,19A,2018-07-16,0,
Pruth,Calvert,PO56,10,19A,2018-09-03,0,
Pruth,Calvert,PO95,10,19A,2018-07-16,0,
Pruth,Calvert,PO95,10,19A,2018-09-03,0,
Pruth,Calvert,PY60,10,19A,2018-07-16,0,
Pruth,Calvert,PY60,10,19A,2018-09-03,0,
Pruth,Calvert,PY80,10,19A,2018-07-16,0,
Pruth,Calvert,PY80,10,19A,2018-09-03,0,
Cedar,Nanaimo,CB44,13,19A,2018-07-16,0,
Cedar,Nanaimo,CB44,13,19A,2018-09-03,0,
Cedar,Nanaimo,CB64,13,19A,2018-07-16,0,
Cedar,Nanaimo,CB64,13,19A,2018-09-03,0,
Cedar,Nanaimo,CB68,13,19A,2018-07-16,0,
Cedar,Nanaimo,CB68,13,19A,2018-09-03,0,
Cedar,Nanaimo,CB74,13,19A,2018-07-16,0,
Cedar,Nanaimo,CB74,13,19A,2018-09-03,0,
Cedar,Nanaimo,CO21,13,19A,2018-07-16,0,
Cedar,Nanaimo,CO21,13,19A,2018-09-03,0,
Cedar,Nanaimo,CO91,13,19A,2018-07-16,0,
Cedar,Nanaimo,CO91,13,19A,2018-09-03,0,
Cedar,Nanaimo,CO95,13,19A,2018-07-16,0,
Cedar,Nanaimo,CO95,13,19A,2018-09-03,0,
Heron,Nanaimo,HG45,13,19A,2018-07-16,0,
Heron,Nanaimo,HG45,13,19A,2018-09-03,0,
Heron,Nanaimo,HG81,13,19A,2018-07-16,0,
Heron,Nanaimo,HG81,13,19A,2018-09-03,0,
Heron,Nanaimo,HG85,13,19A,2018-07-16,0,
Heron,Nanaimo,HG85,13,19A,2018-09-03,0,
Heron,Nanaimo,HW23,13,19A,2018-07-16,0,
Heron,Nanaimo,HW23,13,19A,2018-09-03,0,
Heron,Nanaimo,HW34,13,19A,2018-07-16,0,
Heron,Nanaimo,HW34,13,19A,2018-09-03,0,
Heron,Nanaimo,HW47,13,19A,2018-07-16,0,
Heron,Nanaimo,HW47,13,19A,2018-09-03,0,
Heron,Nanaimo,HW89,13,19A,2018-07-16,0,
Heron,Nanaimo,HW89,13,19A,2018-09-03,0,
Kwak,Calvert,KB05,13,19A,2018-07-16,0,
Kwak,Calvert,KB05,13,19A,2018-09-03,0,
Kwak,Calvert,KB84,13,19A,2018-07-16,0,
Kwak,Calvert,KB84,13,19A,2018-09-03,0,
Kwak,Calvert,KB94,13,19A,2018-07-16,0,
Kwak,Calvert,KB94,13,19A,2018-09-03,0,
Kwak,Calvert,KG32,13,19A,2018-07-16,0,
Kwak,Calvert,KG32,13,19A,2018-09-03,0,
Kwak,Calvert,KG62,13,19A,2018-07-16,0,
Kwak,Calvert,KG62,13,19A,2018-09-03,0,
Kwak,Calvert,KG81,13,19A,2018-07-16,0,
Kwak,Calvert,KG81,13,19A,2018-09-03,0,
Kwak,Calvert,KG98,13,19A,2018-07-16,0,
Kwak,Calvert,KG98,13,19A,2018-09-03,0,
Pruth,Calvert,PO21,13,19A,2018-07-16,0,
Pruth,Calvert,PO21,13,19A,2018-09-03,0,
Pruth,Calvert,PO61,13,19A,2018-07-16,0,
Pruth,Calvert,PO61,13,19A,2018-09-03,0,
Pruth,Calvert,PO79,13,19A,2018-07-16,0,
Pruth,Calvert,PO79,13,19A,2018-09-03,0,
Pruth,Calvert,PY24,13,19A,2018-07-16,0,
Pruth,Calvert,PY24,13,19A,2018-09-03,0,
Pruth,Calvert,PY86,13,19A,2018-07-16,0,
Pruth,Calvert,PY86,13,19A,2018-09-03,0,
Pruth,Calvert,PY93,13,19A,2018-07-16,0,
Pruth,Calvert,PY93,13,19A,2018-09-03,0,
Cedar,Nanaimo,CB13,2,22A,2018-07-16,0,
Cedar,Nanaimo,CB13,2,22A,2018-08-02,1,
Cedar,Nanaimo,CB16,2,22A,2018-07-16,0,
Cedar,Nanaimo,CB16,2,22A,2018-09-03,0,
Cedar,Nanaimo,CB60,2,22A,2018-07-16,0,
Cedar,Nanaimo,CB60,2,22A,2018-08-02,1,
Cedar,Nanaimo,CB89,2,22A,2018-07-16,0,
Cedar,Nanaimo,CB89,2,22A,2018-09-03,0,
Cedar,Nanaimo,CO17,2,22A,2018-07-16,0,
Cedar,Nanaimo,CO17,2,22A,2018-09-03,0,
Cedar,Nanaimo,CO42,2,22A,2018-07-16,0,
Cedar,Nanaimo,CO42,2,22A,2018-09-03,0,
Cedar,Nanaimo,CO48,2,22A,2018-07-16,0,
Cedar,Nanaimo,CO48,2,22A,2018-07-30,1,
Heron,Nanaimo,HG55,2,22A,2018-07-16,0,
Heron,Nanaimo,HG55,2,22A,2018-08-24,1,
Heron,Nanaimo,HG67,2,22A,2018-07-16,0,
Heron,Nanaimo,HG67,2,22A,2018-09-03,0,
Heron,Nanaimo,HG71,2,22A,2018-07-16,0,
Heron,Nanaimo,HG71,2,22A,2018-09-03,0,
Heron,Nanaimo,HW13,2,22A,2018-07-16,0,
Heron,Nanaimo,HW13,2,22A,2018-09-03,0,
Heron,Nanaimo,HW45,2,22A,2018-07-16,0,
Heron,Nanaimo,HW45,2,22A,2018-08-02,1,
Heron,Nanaimo,HW52,2,22A,2018-07-16,0,
Heron,Nanaimo,HW52,2,22A,2018-08-24,1,
Heron,Nanaimo,HW58,2,22A,2018-07-16,0,
Heron,Nanaimo,HW58,2,22A,2018-08-06,1,
Kwak,Calvert,KB51,2,22A,2018-07-16,0,
Kwak,Calvert,KB51,2,22A,2018-08-01,1,
Kwak,Calvert,KB93,2,22A,2018-07-16,0,
Kwak,Calvert,KB93,2,22A,2018-09-03,0,
Kwak,Calvert,KB98,2,22A,2018-07-16,0,
Kwak,Calvert,KB98,2,22A,2018-08-04,1,
Kwak,Calvert,KB99,2,22A,2018-07-16,0,
Kwak,Calvert,KB99,2,22A,2018-08-08,1,
Kwak,Calvert,KG05,2,22A,2018-07-16,0,
Kwak,Calvert,KG05,2,22A,2018-08-01,1,
Kwak,Calvert,KG09,2,22A,2018-07-16,0,
Kwak,Calvert,KG09,2,22A,2018-09-03,0,
Kwak,Calvert,KG18,2,22A,2018-07-16,0,
Kwak,Calvert,KG18,2,22A,2018-08-01,1,
Pruth,Calvert,PO05,2,22A,2018-07-16,0,
Pruth,Calvert,PO05,2,22A,2018-08-23,1,
Pruth,Calvert,PO82,2,22A,2018-07-16,0,
Pruth,Calvert,PO82,2,22A,2018-09-03,0,
Pruth,Calvert,PY08,2,22A,2018-07-16,0,
Pruth,Calvert,PY08,2,22A,2018-08-01,1,
Pruth,Calvert,PY26,2,22A,2018-07-16,0,
Pruth,Calvert,PY26,2,22A,2018-07-30,1,
Pruth,Calvert,PY72,2,22A,2018-07-16,0,
Pruth,Calvert,PY72,2,22A,2018-08-01,1,
Pruth,Calvert,PY81,2,22A,2018-07-16,0,
Pruth,Calvert,PY81,2,22A,2018-07-30,1,
Pruth,Calvert,PY97,2,22A,2018-07-16,0,
Pruth,Calvert,PY97,2,22A,2018-08-01,1,
Cedar,Nanaimo,CB01,3,22A,2018-07-16,0,
Cedar,Nanaimo,CB01,3,22A,2018-07-18,1,
Cedar,Nanaimo,CB12,3,22A,2018-07-16,0,
Cedar,Nanaimo,CB12,3,22A,2018-07-18,1,
Cedar,Nanaimo,CO13,3,22A,2018-07-16,0,
Cedar,Nanaimo,CO13,3,22A,2018-07-18,1,
Cedar,Nanaimo,CO20,3,22A,2018-07-16,0,
Cedar,Nanaimo,CO20,3,22A,2018-07-22,1,
Cedar,Nanaimo,CO33,3,22A,2018-07-16,0,
Cedar,Nanaimo,CO33,3,22A,2018-07-22,1,
Cedar,Nanaimo,CO54,3,22A,2018-07-16,0,
Cedar,Nanaimo,CO54,3,22A,2018-07-18,1,
Cedar,Nanaimo,CO86,3,22A,2018-07-16,0,
Cedar,Nanaimo,CO86,3,22A,2018-07-18,1,
Heron,Nanaimo,HG65,3,22A,2018-07-16,0,
Heron,Nanaimo,HG65,3,22A,2018-07-22,1,
Heron,Nanaimo,HG80,3,22A,2018-07-16,0,
Heron,Nanaimo,HG80,3,22A,2018-07-18,1,
Heron,Nanaimo,HG89,3,22A,2018-07-16,0,
Heron,Nanaimo,HG89,3,22A,2018-07-27,1,
Heron,Nanaimo,HW09,3,22A,2018-07-16,0,
Heron,Nanaimo,HW09,3,22A,2018-07-18,1,
Heron,Nanaimo,HW11,3,22A,2018-07-16,0,
Heron,Nanaimo,HW11,3,22A,2018-07-22,1,
Heron,Nanaimo,HW22,3,22A,2018-07-16,0,
Heron,Nanaimo,HW22,3,22A,2018-07-23,1,
Heron,Nanaimo,HW27,3,22A,2018-07-16,0,
Heron,Nanaimo,HW27,3,22A,2018-07-23,1,
Kwak,Calvert,KB03,3,22A,2018-07-16,0,
Kwak,Calvert,KB03,3,22A,2018-07-23,1,
Kwak,Calvert,KB03,3,22A,2018-09-03,0,
Kwak,Calvert,KB62,3,22A,2018-07-16,0,
Kwak,Calvert,KB62,3,22A,2018-07-22,1,
Kwak,Calvert,KB81,3,22A,2018-07-16,0,
Kwak,Calvert,KB81,3,22A,2018-07-23,1,
Kwak,Calvert,KB87,3,22A,2018-07-16,0,
Kwak,Calvert,KB87,3,22A,2018-07-23,1,
Kwak,Calvert,KB88,3,22A,2018-07-16,0,
Kwak,Calvert,KB88,3,22A,2018-07-18,1,
Kwak,Calvert,KG75,3,22A,2018-07-16,0,
Kwak,Calvert,KG75,3,22A,2018-07-22,1,
Kwak,Calvert,KG91,3,22A,2018-07-16,0,
Kwak,Calvert,KG91,3,22A,2018-07-22,1,
Pruth,Calvert,PO20,3,22A,2018-07-16,0,
Pruth,Calvert,PO20,3,22A,2018-07-23,1,
Pruth,Calvert,PO23,3,22A,2018-07-16,0,
Pruth,Calvert,PO23,3,22A,2018-07-18,1,
Pruth,Calvert,PO32,3,22A,2018-07-16,0,
Pruth,Calvert,PO32,3,22A,2018-07-23,1,
Pruth,Calvert,PO44,3,22A,2018-07-16,0,
Pruth,Calvert,PO44,3,22A,2018-07-18,1,
Pruth,Calvert,PY06,3,22A,2018-07-16,0,
Pruth,Calvert,PY06,3,22A,2018-07-18,1,
Pruth,Calvert,PY16,3,22A,2018-07-16,0,
Pruth,Calvert,PY16,3,22A,2018-07-18,1,
Pruth,Calvert,PY66,3,22A,2018-07-16,0,
Pruth,Calvert,PY66,3,22A,2018-07-18,1,
Cedar,Nanaimo,CB40,8,22A,2018-07-16,0,
Cedar,Nanaimo,CB40,8,22A,2018-09-03,0,
Cedar,Nanaimo,CB49,8,22A,2018-07-16,0,
Cedar,Nanaimo,CB49,8,22A,2018-09-03,0,
Cedar,Nanaimo,CB53,8,22A,2018-07-16,0,
Cedar,Nanaimo,CB53,8,22A,2018-09-03,0,
Cedar,Nanaimo,CB54,8,22A,2018-07-16,0,
Cedar,Nanaimo,CB54,8,22A,2018-09-03,0,
Cedar,Nanaimo,CB93,8,22A,2018-07-16,0,
Cedar,Nanaimo,CB93,8,22A,2018-09-03,0,
Cedar,Nanaimo,CO14,8,22A,2018-07-16,0,
Cedar,Nanaimo,CO14,8,22A,2018-08-01,1,Was CH54
Cedar,Nanaimo,CO34,8,22A,2018-07-16,0,
Cedar,Nanaimo,CO34,8,22A,2018-08-02,1,
Heron,Nanaimo,HG54,8,22A,2018-07-16,0,
Heron,Nanaimo,HG54,8,22A,2018-09-03,0,
Heron,Nanaimo,HG79,8,22A,2018-07-16,0,
Heron,Nanaimo,HG79,8,22A,2018-09-03,0,
Heron,Nanaimo,HW26,8,22A,2018-07-16,0,
Heron,Nanaimo,HW26,8,22A,2018-09-03,0,
Heron,Nanaimo,HW28,8,22A,2018-07-16,0,
Heron,Nanaimo,HW28,8,22A,2018-09-03,0,
Heron,Nanaimo,HW38,8,22A,2018-07-16,0,
Heron,Nanaimo,HW38,8,22A,2018-09-03,0,
Heron,Nanaimo,HW84,8,22A,2018-07-16,0,
Heron,Nanaimo,HW84,8,22A,2018-09-03,0,
Heron,Nanaimo,HW94,8,22A,2018-07-16,0,
Heron,Nanaimo,HW94,8,22A,2018-09-03,0,
Kwak,Calvert,KB09,8,22A,2018-07-16,0,
Kwak,Calvert,KB09,8,22A,2018-08-01,1,
Kwak,Calvert,KB37,8,22A,2018-07-16,0,
Kwak,Calvert,KB37,8,22A,2018-08-01,1,
Kwak,Calvert,KB61,8,22A,2018-07-16,0,
Kwak,Calvert,KB61,8,22A,2018-08-01,1,
Kwak,Calvert,KG04,8,22A,2018-07-16,0,
Kwak,Calvert,KG04,8,22A,2018-08-01,1,
Kwak,Calvert,KG60,8,22A,2018-07-16,0,
Kwak,Calvert,KG60,8,22A,2018-08-01,1,
Kwak,Calvert,KG67,8,22A,2018-07-16,0,
Kwak,Calvert,KG67,8,22A,2018-08-01,1,
Kwak,Calvert,KG84,8,22A,2018-07-16,0,
Kwak,Calvert,KG84,8,22A,2018-08-01,1,
Pruth,Calvert,PO04,8,22A,2018-07-16,0,
Pruth,Calvert,PO04,8,22A,2018-08-01,1,
Pruth,Calvert,PO40,8,22A,2018-07-16,0,
Pruth,Calvert,PO40,8,22A,2018-08-01,1,
Pruth,Calvert,PO41,8,22A,2018-07-16,0,
Pruth,Calvert,PO41,8,22A,2018-08-01,1,
Pruth,Calvert,PO90,8,22A,2018-07-16,0,
Pruth,Calvert,PO90,8,22A,2018-08-04,1,
Pruth,Calvert,PO98,8,22A,2018-07-16,0,
Pruth,Calvert,PO98,8,22A,2018-08-01,1,
Pruth,Calvert,PY02,8,22A,2018-07-16,0,
Pruth,Calvert,PY02,8,22A,2018-08-01,1,
Pruth,Calvert,PY21,8,22A,2018-07-16,0,
Pruth,Calvert,PY21,8,22A,2018-08-01,1,
Cedar,Nanaimo,CB09,15,22A,2018-07-16,0,
Cedar,Nanaimo,CB09,15,22A,2018-08-29,1,
Cedar,Nanaimo,CB31,15,22A,2018-07-16,0,
Cedar,Nanaimo,CB31,15,22A,2018-09-03,0,
Cedar,Nanaimo,CB65,15,22A,2018-07-16,0,
Cedar,Nanaimo,CB65,15,22A,2018-08-29,1,
Cedar,Nanaimo,CB90,15,22A,2018-07-16,0,
Cedar,Nanaimo,CB90,15,22A,2018-09-03,0,
Cedar,Nanaimo,CO01,15,22A,2018-07-16,0,
Cedar,Nanaimo,CO01,15,22A,2018-09-03,0,
Cedar,Nanaimo,CO24,15,22A,2018-07-16,0,
Cedar,Nanaimo,CO24,15,22A,2018-09-03,0,
Cedar,Nanaimo,CO51,15,22A,2018-07-16,0,
Cedar,Nanaimo,CO51,15,22A,2018-09-03,0,
Heron,Nanaimo,HG43,15,22A,2018-07-16,0,
Heron,Nanaimo,HG43,15,22A,2018-09-03,0,
Heron,Nanaimo,HG49,15,22A,2018-07-16,0,
Heron,Nanaimo,HG49,15,22A,2018-09-03,0,
Heron,Nanaimo,HG87,15,22A,2018-07-16,0,
Heron,Nanaimo,HG87,15,22A,2018-09-03,0,
Heron,Nanaimo,HW29,15,22A,2018-07-16,0,
Heron,Nanaimo,HW29,15,22A,2018-09-03,0,
Heron,Nanaimo,HW36,15,22A,2018-07-16,0,
Heron,Nanaimo,HW36,15,22A,2018-09-03,0,
Heron,Nanaimo,HW74,15,22A,2018-07-16,0,
Heron,Nanaimo,HW74,15,22A,2018-09-03,0,
Heron,Nanaimo,HW97,15,22A,2018-07-16,0,
Heron,Nanaimo,HW97,15,22A,2018-09-03,0,
Kwak,Calvert,KB18,15,22A,2018-07-16,0,
Kwak,Calvert,KB18,15,22A,2018-09-03,0,
Kwak,Calvert,KB20,15,22A,2018-07-16,0,
Kwak,Calvert,KB20,15,22A,2018-08-04,1,
Kwak,Calvert,KB48,15,22A,2018-07-16,0,
Kwak,Calvert,KB48,15,22A,2018-09-03,0,
Kwak,Calvert,KB59,15,22A,2018-07-16,0,
Kwak,Calvert,KB59,15,22A,2018-09-03,0,
Kwak,Calvert,KG74,15,22A,2018-07-16,0,
Kwak,Calvert,KG74,15,22A,2018-08-04,1,
Kwak,Calvert,KG82,15,22A,2018-07-16,0,
Kwak,Calvert,KG82,15,22A,2018-09-03,0,
Kwak,Calvert,KG93,15,22A,2018-07-16,0,
Kwak,Calvert,KG93,15,22A,2018-08-01,1,
Pruth,Calvert,PO52,15,22A,2018-07-16,0,
Pruth,Calvert,PO52,15,22A,2018-09-03,0,
Pruth,Calvert,PO81,15,22A,2018-07-16,0,
Pruth,Calvert,PO81,15,22A,2018-09-03,0,
Pruth,Calvert,PY55,15,22A,2018-07-16,0,
Pruth,Calvert,PY55,15,22A,2018-08-08,1,
Pruth,Calvert,PY59,15,22A,2018-07-16,0,
Pruth,Calvert,PY59,15,22A,2018-08-28,1,
Pruth,Calvert,PY91,15,22A,2018-07-16,0,
Pruth,Calvert,PY91,15,22A,2018-08-01,1,
Pruth,Calvert,PY95,15,22A,2018-07-16,0,
Pruth,Calvert,PY95,15,22A,2018-07-28,1,
Pruth,Calvert,PY98,15,22A,2018-07-16,0,
Pruth,Calvert,PY98,15,22A,2018-08-01,1,
Cedar,Nanaimo,CB06,18,22L,2018-07-16,0,
Cedar,Nanaimo,CB06,18,22L,2018-09-03,0,
Cedar,Nanaimo,CB73,18,22L,2018-07-16,0,
Cedar,Nanaimo,CB73,18,22L,2018-09-03,0,
Cedar,Nanaimo,CB88,18,22L,2018-07-16,0,
Cedar,Nanaimo,CB88,18,22L,2018-09-03,0,
Cedar,Nanaimo,CB99,18,22L,2018-07-16,0,
Cedar,Nanaimo,CB99,18,22L,2018-09-03,0,
Cedar,Nanaimo,CO09,18,22L,2018-07-16,0,
Cedar,Nanaimo,CO09,18,22L,2018-09-03,0,
Cedar,Nanaimo,CO14,18,22L,2018-08-10,1,
Cedar,Nanaimo,CO35,18,22L,2018-07-16,0,
Cedar,Nanaimo,CO35,18,22L,2018-09-03,0,
Cedar,Nanaimo,CO92,18,22L,2018-07-16,0,
Cedar,Nanaimo,CO92,18,22L,2018-09-03,0,
Heron,Nanaimo,HG28,18,22L,2018-07-16,0,
Heron,Nanaimo,HG28,18,22L,2018-08-06,1,
Heron,Nanaimo,HG41,18,22L,2018-07-16,0,
Heron,Nanaimo,HG41,18,22L,2018-09-03,0,
Heron,Nanaimo,HG68,18,22L,2018-07-16,0,
Heron,Nanaimo,HG68,18,22L,2018-09-03,0,
Heron,Nanaimo,HW20,18,22L,2018-07-16,0,
Heron,Nanaimo,HW20,18,22L,2018-09-03,0,
Heron,Nanaimo,HW31,18,22L,2018-07-16,0,
Heron,Nanaimo,HW31,18,22L,2018-09-03,0,
Heron,Nanaimo,HW56,18,22L,2018-07-16,0,
Heron,Nanaimo,HW56,18,22L,2018-09-03,0,
Heron,Nanaimo,HW91,18,22L,2018-07-16,0,
Heron,Nanaimo,HW91,18,22L,2018-09-03,0,
Kwak,Calvert,KB10,18,22L,2018-07-16,0,
Kwak,Calvert,KB10,18,22L,2018-09-03,0,
Kwak,Calvert,KB11,18,22L,2018-07-16,0,
Kwak,Calvert,KB11,18,22L,2018-09-03,0,
Kwak,Calvert,KB14,18,22L,2018-07-16,0,
Kwak,Calvert,KB14,18,22L,2018-09-03,0,
Kwak,Calvert,KB56,18,22L,2018-07-16,0,
Kwak,Calvert,KB56,18,22L,2018-09-03,0,
Kwak,Calvert,KB70,18,22L,2018-07-16,0,
Kwak,Calvert,KB70,18,22L,2018-09-03,0,
Kwak,Calvert,KG13,18,22L,2018-07-16,0,
Kwak,Calvert,KG13,18,22L,2018-09-03,0,
Kwak,Calvert,KG80,18,22L,2018-07-16,0,
Kwak,Calvert,KG80,18,22L,2018-09-03,0,
Pruth,Calvert,PO67,18,22L,2018-07-16,0,
Pruth,Calvert,PO67,18,22L,2018-09-03,0,
Pruth,Calvert,PY22,18,22L,2018-07-16,0,
Pruth,Calvert,PY22,18,22L,2018-09-03,0,
Pruth,Calvert,PY32,18,22L,2018-07-16,0,
Pruth,Calvert,PY32,18,22L,2018-09-03,0,
Pruth,Calvert,PY63,18,22L,2018-07-16,0,
Pruth,Calvert,PY63,18,22L,2018-09-03,0,
Pruth,Calvert,PY67,18,22L,2018-07-16,0,
Pruth,Calvert,PY67,18,22L,2018-09-03,0,
Pruth,Calvert,PY79,18,22L,2018-07-16,0,
Pruth,Calvert,PY79,18,22L,2018-09-03,0,
Pruth,Calvert,PY82,18,22L,2018-07-16,0,
Pruth,Calvert,PY82,18,22L,2018-09-03,0,
Cedar,Nanaimo,CB27,19,22L,2018-07-16,0,
Cedar,Nanaimo,CB27,19,22L,2018-09-03,0,
Cedar,Nanaimo,CB47,19,22L,2018-07-16,0,
Cedar,Nanaimo,CB47,19,22L,2018-09-03,0,
Cedar,Nanaimo,CB58,19,22L,2018-07-16,0,
Cedar,Nanaimo,CB58,19,22L,2018-09-03,0,
Cedar,Nanaimo,CB67,19,22L,2018-07-16,0,
Cedar,Nanaimo,CB67,19,22L,2018-09-03,0,
Cedar,Nanaimo,CB72,19,22L,2018-07-16,0,
Cedar,Nanaimo,CB72,19,22L,2018-09-03,0,
Cedar,Nanaimo,CO30,19,22L,2018-07-16,0,
Cedar,Nanaimo,CO30,19,22L,2018-09-03,0,
Cedar,Nanaimo,CO31,19,22L,2018-07-16,0,
Cedar,Nanaimo,CO31,19,22L,2018-09-03,0,
Heron,Nanaimo,HG39,19,22L,2018-07-16,0,
Heron,Nanaimo,HG39,19,22L,2018-09-03,0,
Heron,Nanaimo,HG64,19,22L,2018-07-16,0,
Heron,Nanaimo,HG64,19,22L,2018-09-03,0,
Heron,Nanaimo,HW07,19,22L,2018-07-16,0,
Heron,Nanaimo,HW07,19,22L,2018-09-03,0,
Heron,Nanaimo,HW49,19,22L,2018-07-16,0,
Heron,Nanaimo,HW49,19,22L,2018-09-03,0,
Heron,Nanaimo,HW59,19,22L,2018-07-16,0,
Heron,Nanaimo,HW59,19,22L,2018-09-03,0,
Heron,Nanaimo,HW92,19,22L,2018-07-16,0,
Heron,Nanaimo,HW92,19,22L,2018-09-03,0,
Heron,Nanaimo,HW95,19,22L,2018-07-16,0,
Heron,Nanaimo,HW95,19,22L,2018-09-03,0,
Kwak,Calvert,KB19,19,22L,2018-07-16,0,
Kwak,Calvert,KB19,19,22L,2018-09-03,0,
Kwak,Calvert,KB35,19,22L,2018-07-16,0,
Kwak,Calvert,KB35,19,22L,2018-09-03,0,
Kwak,Calvert,KB38,19,22L,2018-07-16,0,
Kwak,Calvert,KB38,19,22L,2018-08-12,1,
Kwak,Calvert,KB49,19,22L,2018-07-16,0,
Kwak,Calvert,KB49,19,22L,2018-08-08,1,
Kwak,Calvert,KB63,19,22L,2018-07-16,0,
