Date,Stage,Days_diff,SR,SP,OR,OS,Block,ID,L,Th,TW,SW,SG,DIED,OSTRINA,Notes,,,Legend,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,R,KW05,35.46,3.55,5.09,2.18,16,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,O,KW07,36.67,2.28,5.07,2.09,3,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,Y,KW04,37.71,3.51,5.07,2.04,3,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,O,KW07,36.88,2.21,5.04,1.96,0,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,Y,KW59,34.3,3.56,5.04,2.26,17,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,B,KW08,37.18,2.03,4.99,1.88,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,B,KW35,37.89,2.6,4.95,1.88,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,O,KW07,36.83,2.22,4.94,1.97,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,R,KW21,38.14,2.29,4.79,1.68,0,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,R,KW21,38.32,1.9,4.77,1.68,,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,B,KW30,35.6,2.71,4.69,2.05,10,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,Y,KW26,36.7,2.1,4.67,1.92,,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,R,KW18,36.62,2.96,4.63,1.94,27,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,Y,KW26,36.74,2.52,4.62,2.3,2,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,B,KW23,35.14,2.38,4.6,1.83,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,O,KW29,38.02,2,4.59,1.77,10,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,B,KW99,33.73,3.37,4.59,,4,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,B,KW32,35.18,2.02,4.56,1.99,12,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,O,KW09,34.73,2.96,4.56,2.01,3,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,R,KW12,36.58,2.72,4.56,1.83,5,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,O,KW09,35.18,2.21,4.52,1.64,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,Y,KW01,36.56,2.85,4.5,2.1,3,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,Y,KW95,36.83,3.36,4.49,,3,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,Y,KW50,34.47,3.68,4.46,,0,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,Y,KW01,36.48,2.14,4.45,1.71,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,B,KW92,34.29,2.24,4.45,1.67,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,Y,KW95,36.16,2.64,4.43,1.67,,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,Y,KW95,36.98,3.77,4.4,1.79,3,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,O,KW65,35.02,1.95,4.37,1.69,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,Y,KW50,34.73,1.87,4.33,1.69,,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,O,KW44,35.14,2.02,4.28,1.84,66,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,Y,KW34,34.52,1.64,4.27,1.77,53,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,R,KW06,36.82,1.81,4.27,1.74,53,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,O,KW24,34.54,2.79,4.25,1.81,11,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,Y,KW50,34.14,4.04,4.23,1.74,1,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,B,KW99,33.78,1.69,4.2,1.68,,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,O,KW10,35.39,3.05,4.2,1.75,4,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,R,KW27,34.48,2.89,4.15,1.78,22,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,B,KW32,34.83,2.54,4.14,1.65,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,R,KW03,33.73,1.8,4.14,1.86,30,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,O,KW10,35.29,2.81,4.1,1.56,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,R,KW12,35.31,1.44,4.05,1.56,,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,O,KW17,32.44,2.33,4.05,1.86,51,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,B,KW30,33.6,2.58,4.04,1.84,3,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,Y,KW98,30.72,3.55,4.03,1.82,46,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,Y,KW59,33.17,2.43,3.98,,59,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,O,KW29,35.87,2.88,3.97,1.48,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,B,KW30,33.24,2.5,3.93,1.58,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,O,KW10,34.95,1.85,3.93,1.88,0,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,O,KW93,30.75,2.45,3.88,1.79,23,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,R,KW28,35.38,2.26,3.86,1.51,8,0,0,,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,B,KW48,33.4,2.83,3.84,1.74,64,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,R,KW72,33.55,1.74,3.83,1.41,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,Y,KW31,32.88,2.51,3.83,1.43,0,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,R,KW05,31.98,2.37,3.82,1.56,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,R,KW05,32.12,2.3,3.82,1.78,1,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,O,KW60,36.48,2.22,3.79,1.81,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,B,KW37,34.55,1.85,3.74,1.64,15,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,R,KW54,30.02,2.91,3.74,,45,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,B,KW20,34.91,1.9,3.72,1.51,6,0,1,OSTRINA?,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,Y,KW31,33.23,2.47,3.71,1.48,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,R,KW28,33.76,1.44,3.67,1.51,7,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,Y,KW31,33.4,2.75,3.62,1.5,4,0,1,OSTRINA?,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,Y,KW96,30.28,3.18,3.61,1.64,54,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,R,KW28,33.86,1.16,3.6,1.24,,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,R,KW94,31.22,2.83,3.59,1.59,15,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,O,KW24,33.31,2.22,3.57,1.37,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,B,KW20,34.41,1.7,3.53,1.32,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,B,KW13,30.59,1.43,3.51,1.52,44,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,O,KW24,32.63,2.11,3.49,1.67,1,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,R,KW22,33.87,1.08,3.44,1.29,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,B,KW20,34.28,1.8,3.38,1.25,0,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,R,KW22,33.49,1.32,3.38,1.27,1,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,R,KW94,31.44,2.22,3.36,,54,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,O,KW41,32.71,1.96,3.34,1.42,61,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,O,KW88,30.28,1.75,3.34,1.67,56,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,B,KW58,28.61,3.62,3.33,1.51,30,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,B,KW58,28.48,3.01,3.32,,33,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,R,KW56,29.65,2.34,3.3,,36,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,R,KW18,32.54,2.44,3.28,1.3,6,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,R,KW36,27.89,2.15,3.26,1.57,24,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,R,KW16,32.54,1.97,3.22,1.43,40,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,R,KW22,33.37,1.29,3.21,1.27,2,0,1,OSTRINA?,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,R,KW49,33.49,0.98,3.18,1.2,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,R,KW27,31.38,1.39,3.14,1.28,10,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,O,KW52,28.54,2.54,3.13,1.5,50,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,R,KW62,30.77,1.68,3.09,1.16,,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,Y,KW43,30.41,1.83,3.06,1.36,46,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,Y,KW74,27.94,2.64,3.06,1.42,42,0,0,Didn't feeze - lost in sea table?,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,R,KW18,31.5,2.88,3.04,1.17,,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,O,KW77,29.71,3.41,3.04,,48,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,R,KW84,29.15,2.62,3.03,,50,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,B,KW37,32.16,1.87,3.02,1.27,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,Y,KW45,31.54,1.02,3,1.23,47,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,R,KW27,30.33,2.16,2.91,1.16,,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,R,KW84,28.86,2.53,2.91,1.3,45,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,Y,KW98,27.8,2.42,2.81,,31,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,Y,KW39,31.16,2.01,2.7,1.1,26,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,Y,KW80,27.43,1.71,2.68,1.23,38,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,O,KW93,28.75,1.93,2.58,,47,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,R,KW06,29.85,1.76,2.52,1.02,23,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,Y,KW25,28.71,2.26,2.48,1.07,31,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,Y,KW96,27.53,2.71,2.43,,40,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,Y,KW42,27.52,1.62,2.41,1.05,38,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,B,KW40,27.85,1.69,2.41,1.06,36,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,R,KW03,27.14,1.64,2.38,1.05,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,O,KW17,26.06,3.23,2.29,1,24,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,B,KW67,26.64,2.49,2.28,,20,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,O,KW73,25.21,2.09,2.27,1.1,35,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,B,KW67,26.37,2.77,2.27,1.01,19,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,O,KW52,27.04,2.98,2.25,,39,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,O,KW44,27.41,2.31,2.21,0.93,13,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,Y,KW74,25.66,2.25,2.21,,29,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,R,KW36,23.44,3.26,2.2,1.11,,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,B,KW48,27.19,1.47,2.15,0.92,38,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,Y,KW61,25.1,2.8,2.05,0.99,29,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,Y,KW61,25.63,2.33,2,,27,0,0,,,,,
06-04-2019,Mid,78,Calvert,KWAK,Calvert,Pruth,Y,KW34,24.7,1.4,1.97,0.93,12,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,B,KW40,25.22,1.25,1.88,0.79,24,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,Y,KW43,24.49,1.87,1.87,0.78,20,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,O,KW41,26.2,2.03,1.87,0.77,32,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,O,KW89,24.8,1.63,1.86,0.85,34,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,Y,KW80,23.92,2.62,1.85,,20,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,O,KW75,23.34,1.59,1.85,0.89,26,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,Y,KW39,27.49,1.87,1.84,0.73,10,0,0,,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,B,KW83,23.8,2.09,1.77,0.82,30,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,O,KW88,24.56,2.28,1.75,,34,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,B,KW83,23.94,2.48,1.74,,21,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,R,KW06,27.54,1.17,1.69,0.67,,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,O,KW73,23.08,2.11,1.67,,24,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,B,KW13,22.59,0.94,1.61,0.68,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,Y,KW25,23.88,1.55,1.57,0.64,7,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,R,KW66,24.95,1.12,1.52,0.6,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,Y,KW34,22.34,1.65,1.51,0.68,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,Y,KW39,25.37,1.43,1.5,0.6,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,O,KW68,24.53,0.72,1.47,0.56,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,B,KW47,22.78,1.57,1.45,0.64,32,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,B,KW47,22.57,1.32,1.45,0.63,11,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,B,KW67,22.91,0.53,1.38,0.55,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,R,KW16,23.18,2.13,1.37,0.58,,0,0,,,,,
08-04-2019,Final,139,Calvert,KWAK,Calvert,Kwak,B,KW38,23.84,1.09,1.37,0.54,24,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,R,KW56,23.02,0.68,1.36,0.55,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,B,KW58,22.31,0.6,1.34,0.59,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,Y,KW25,22.42,1,1.31,0.53,,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,O,KW89,21.83,2.33,1.3,,18,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,O,KW75,20.92,1.9,1.3,,18,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,Y,KW98,22.35,0.44,1.27,0.53,,0,0,,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,R,KW90,21.6,2.68,1.27,,13,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,O,KW78,21.34,1.19,1.23,0.52,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,Y,KW43,21.67,2.71,1.22,0.53,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,B,KW40,21.12,1.06,1.18,0.52,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,O,KW17,20.8,1.21,1.17,0.53,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,R,KW54,20.38,0.58,1.15,0.42,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,Y,KW42,20.99,1.55,1.11,0.51,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,Y,KW45,22.06,1.38,1.1,0.46,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,R,KW97,22.1,0.45,1.1,0.44,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,B,KW47,20.46,1.5,1.06,0.46,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,O,KW46,20.76,1.69,1.05,0.44,,0,0,,,,,
06-05-2019,Mid,79,Calvert,KWAK,Calvert,Kwak,B,KW38,22.11,1.36,1.05,0.42,13,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,R,KW94,20.28,0.73,1.04,0.38,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,O,KW44,20.32,1.4,0.99,0.43,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,Y,KW74,19.59,1.01,0.95,0.4,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,Y,KW59,20.21,0.85,0.94,0.39,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,Y,KW80,20.45,0.96,0.92,0.38,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,B,KW69,20.65,0.67,0.92,0.36,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,B,KW83,19.52,0.7,0.89,0.39,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,O,KW41,20.04,1.36,0.88,0.33,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,B,KW86,19.92,1.02,0.87,0.35,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Pruth,B,KW48,19.93,1.45,0.85,0.37,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,O,KW77,20.17,0.59,0.84,0.32,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,Y,KW96,19.02,1.9,0.84,0.32,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,Y,KW61,20.11,0.59,0.82,0.36,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,B,KW64,19.83,0.53,0.8,0.32,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,R,KW90,19.39,0.98,0.76,0.29,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,O,KW52,19.26,1.17,0.76,0.32,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,Y,KW82,19.36,1.37,0.74,0.29,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,R,KW84,18.83,0.76,0.73,0.28,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,O,KW75,18.04,1.63,0.69,0.28,,0,0,,,,,
03-19-2019,Init,1,Calvert,KWAK,Calvert,Kwak,B,KW38,19.48,1.37,0.68,0.28,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,Y,KW55,19.01,0.51,0.68,0.28,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,O,KW73,18.04,0.63,0.67,0.28,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,O,KW89,18.03,0.42,0.63,0.23,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,O,KW93,17.64,1.41,0.58,0.22,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,R,KW79,16.99,0.86,0.57,0.23,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Cedar,B,KW76,16.6,1.46,0.57,0.2,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,B,KW81,17.2,0.73,0.57,0.22,,0,0,,,,,
04-09-2019,Init,1,Calvert,KWAK,Nanaimo,Heron,O,KW88,17.4,1.02,0.56,0.22,,0,0,,,,,
06-17-2019,Mid,79,Calvert,KWAK,Calvert,,,KW**,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,R,KW62,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,O,KW78,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Cedar,R,KW66,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,B,KW92,,,,,,1,0,DIED HERMIT CRAB,,,,
06-17-2019,Mid,70,Calvert,KWAK,Nanaimo,Heron,R,KW49,,,,,,1,0,DIED HERMIT CRAB,,,,
08-02-2019,Final,137,Calvert,KWAK,Calvert,Pruth,Y,KW26,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,B,KW63,,,,,,1,0,DIED,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Cedar,B,KW99,,,,,,1,0,DIED,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,R,KW54,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,R,KW56,,,,,,1,0,DIED HERMIT CRAB,,,,
08-12-2019,Final,126,Calvert,KWAK,Nanaimo,Heron,R,KW53,,,,,,1,0,DIED HERMIT CRAB,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,B,PO18,41.2,3.43,8.22,3.96,40,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,B,PO14,42.53,3.21,7.98,3.68,50,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,B,PO01,41.45,3.59,7.84,3.53,42,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,B,PO73,37.59,3.39,7.84,4.09,30,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,O,PO87,48.29,2.53,7.59,3.67,48,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,O,PO39,31.88,3.18,7.03,3.45,36,0,0,,,,,
08-12-2019,Final,126,Calvert,PRUTH,Nanaimo,Heron,R,PO78,36.92,3.31,6.92,3.32,38,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,B,PO73,36.14,3.31,6.86,,21,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,Y,PO04,38.22,3.39,6.84,3.16,10,0,0,,,,,
06-17-2019,Mid,70,Calvert,PRUTH,Nanaimo,Heron,R,PO78,36.45,2.83,6.69,,35,0,0,,,,,
08-02-2019,Final,137,Calvert,PRUTH,Calvert,Pruth,R,PO25,38.81,3.89,6.46,2.87,23,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,O,PO05,38.43,2.74,6.4,3.07,48,0,0,,,,,
08-04-2019,Final,139,Calvert,PRUTH,Calvert,Kwak,Y,PO24,35.83,3.03,6.39,3.04,14,0,0,,,,,
