1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F00000002A0F1C21
Is Mission Active?  true
Mission Start:  Wed Mar 20 13:57:00 PDT 2019
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1850
Total Samples:  153091
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2019-03-26, 5:57:00 AM,C,9
2019-03-26, 6:57:00 AM,C,9
2019-03-26, 7:57:00 AM,C,9
2019-03-26, 8:57:00 AM,C,9
2019-03-26, 9:57:00 AM,C,9
2019-03-26, 10:57:00 AM,C,9
2019-03-26, 11:57:00 AM,C,9
2019-03-26, 12:57:00 PM,C,10.5
2019-03-26, 1:57:00 PM,C,9
2019-03-26, 2:57:00 PM,C,9.5
2019-03-26, 3:57:00 PM,C,9
2019-03-26, 4:57:00 PM,C,9
2019-03-26, 5:57:00 PM,C,9.5
2019-03-26, 6:57:00 PM,C,9.5
2019-03-26, 7:57:00 PM,C,9.5
2019-03-26, 8:57:00 PM,C,9.5
2019-03-26, 9:57:00 PM,C,9.5
2019-03-26, 10:57:00 PM,C,9.5
2019-03-26, 11:57:00 PM,C,9
2019-03-27, 12:57:00 AM,C,9
2019-03-27, 1:57:00 AM,C,9
2019-03-27, 2:57:00 AM,C,9
2019-03-27, 3:57:00 AM,C,9
2019-03-27, 4:57:00 AM,C,9
2019-03-27, 5:57:00 AM,C,8.5
2019-03-27, 6:57:00 AM,C,9
2019-03-27, 7:57:00 AM,C,9
2019-03-27, 8:57:00 AM,C,9
2019-03-27, 9:57:00 AM,C,9
2019-03-27, 10:57:00 AM,C,9
2019-03-27, 11:57:00 AM,C,9.5
2019-03-27, 12:57:00 PM,C,9
2019-03-27, 1:57:00 PM,C,9
2019-03-27, 2:57:00 PM,C,9.5
2019-03-27, 3:57:00 PM,C,9
2019-03-27, 4:57:00 PM,C,9
2019-03-27, 5:57:00 PM,C,9
2019-03-27, 6:57:00 PM,C,9
2019-03-27, 7:57:00 PM,C,9
2019-03-27, 8:57:00 PM,C,9
2019-03-27, 9:57:00 PM,C,9
2019-03-27, 10:57:00 PM,C,9
2019-03-27, 11:57:00 PM,C,9
2019-03-28, 12:57:00 AM,C,9
2019-03-28, 1:57:00 AM,C,9
2019-03-28, 2:57:00 AM,C,9
2019-03-28, 3:57:00 AM,C,9
2019-03-28, 4:57:00 AM,C,9
2019-03-28, 5:57:00 AM,C,9
2019-03-28, 6:57:00 AM,C,9
2019-03-28, 7:57:00 AM,C,9
2019-03-28, 8:57:00 AM,C,8.5
2019-03-28, 9:57:00 AM,C,9
2019-03-28, 10:57:00 AM,C,9
2019-03-28, 11:57:00 AM,C,9.5
2019-03-28, 12:57:00 PM,C,9.5
2019-03-28, 1:57:00 PM,C,9.5
2019-03-28, 2:57:00 PM,C,9.5
2019-03-28, 3:57:00 PM,C,9.5
2019-03-28, 4:57:00 PM,C,9.5
2019-03-28, 5:57:00 PM,C,9.5
2019-03-28, 6:57:00 PM,C,9.5
2019-03-28, 7:57:00 PM,C,9
2019-03-28, 8:57:00 PM,C,9.5
2019-03-28, 9:57:00 PM,C,9
2019-03-28, 10:57:00 PM,C,9
2019-03-28, 11:57:00 PM,C,9
2019-03-29, 12:57:00 AM,C,9
2019-03-29, 1:57:00 AM,C,9
2019-03-29, 2:57:00 AM,C,9
2019-03-29, 3:57:00 AM,C,9
2019-03-29, 4:57:00 AM,C,9
2019-03-29, 5:57:00 AM,C,9
2019-03-29, 6:57:00 AM,C,9
2019-03-29, 7:57:00 AM,C,9
2019-03-29, 8:57:00 AM,C,9
2019-03-29, 9:57:00 AM,C,9
2019-03-29, 10:57:00 AM,C,9
2019-03-29, 11:57:00 AM,C,9.5
2019-03-29, 12:57:00 PM,C,9
2019-03-29, 1:57:00 PM,C,9.5
2019-03-29, 2:57:00 PM,C,9.5
2019-03-29, 3:57:00 PM,C,9.5
2019-03-29, 4:57:00 PM,C,9.5
2019-03-29, 5:57:00 PM,C,9.5
2019-03-29, 6:57:00 PM,C,9.5
2019-03-29, 7:57:00 PM,C,9.5
2019-03-29, 8:57:00 PM,C,9.5
2019-03-29, 9:57:00 PM,C,9.5
2019-03-29, 10:57:00 PM,C,9.5
2019-03-29, 11:57:00 PM,C,9.5
2019-03-30, 12:57:00 AM,C,9.5
2019-03-30, 1:57:00 AM,C,9.5
2019-03-30, 2:57:00 AM,C,9.5
2019-03-30, 3:57:00 AM,C,9.5
2019-03-30, 4:57:00 AM,C,9.5
2019-03-30, 5:57:00 AM,C,9.5
2019-03-30, 6:57:00 AM,C,9.5
2019-03-30, 7:57:00 AM,C,9.5
2019-03-30, 8:57:00 AM,C,9
2019-03-30, 9:57:00 AM,C,9.5
2019-03-30, 10:57:00 AM,C,9.5
2019-03-30, 11:57:00 AM,C,10
2019-03-30, 12:57:00 PM,C,9.5
2019-03-30, 1:57:00 PM,C,10
2019-03-30, 2:57:00 PM,C,10.5
2019-03-30, 3:57:00 PM,C,10
2019-03-30, 4:57:00 PM,C,10
2019-03-30, 5:57:00 PM,C,10
2019-03-30, 6:57:00 PM,C,10
2019-03-30, 7:57:00 PM,C,10
2019-03-30, 8:57:00 PM,C,10
2019-03-30, 9:57:00 PM,C,10
2019-03-30, 10:57:00 PM,C,10
2019-03-30, 11:57:00 PM,C,9.5
2019-03-31, 12:57:00 AM,C,9.5
2019-03-31, 1:57:00 AM,C,9.5
2019-03-31, 2:57:00 AM,C,9.5
2019-03-31, 3:57:00 AM,C,9.5
2019-03-31, 4:57:00 AM,C,9.5
2019-03-31, 5:57:00 AM,C,9.5
2019-03-31, 6:57:00 AM,C,9.5
2019-03-31, 7:57:00 AM,C,9.5
2019-03-31, 8:57:00 AM,C,9.5
2019-03-31, 9:57:00 AM,C,9.5
2019-03-31, 10:57:00 AM,C,10
2019-03-31, 11:57:00 AM,C,10
2019-03-31, 12:57:00 PM,C,9.5
2019-03-31, 1:57:00 PM,C,10
2019-03-31, 2:57:00 PM,C,10
2019-03-31, 3:57:00 PM,C,9.5
2019-03-31, 4:57:00 PM,C,9.5
2019-03-31, 5:57:00 PM,C,10
2019-03-31, 6:57:00 PM,C,10
2019-03-31, 7:57:00 PM,C,10
2019-03-31, 8:57:00 PM,C,9.5
2019-03-31, 9:57:00 PM,C,9.5
2019-03-31, 10:57:00 PM,C,9.5
2019-03-31, 11:57:00 PM,C,9.5
2019-04-01, 12:57:00 AM,C,9.5
2019-04-01, 1:57:00 AM,C,9.5
