Date/Time,Unit,Value,
2019-05-25, 6:49:00 PM,C,12.5
2019-05-25, 7:49:00 PM,C,12.5
2019-05-25, 8:49:00 PM,C,12.5
2019-05-25, 9:49:00 PM,C,12.5
2019-05-25, 10:49:00 PM,C,12.5
2019-05-25, 11:49:00 PM,C,12.5
2019-05-26, 12:49:00 AM,C,12.5
2019-05-26, 1:49:00 AM,C,12.5
2019-05-26, 2:49:00 AM,C,12
2019-05-26, 3:49:00 AM,C,12
2019-05-26, 4:49:00 AM,C,12
2019-05-26, 5:49:00 AM,C,12
2019-05-26, 6:49:00 AM,C,12
2019-05-26, 7:49:00 AM,C,12
2019-05-26, 8:49:00 AM,C,12
2019-05-26, 9:49:00 AM,C,12
2019-05-26, 10:49:00 AM,C,12
2019-05-26, 11:49:00 AM,C,12.5
2019-05-26, 12:49:00 PM,C,13.5
2019-05-26, 1:49:00 PM,C,14.5
2019-05-26, 2:49:00 PM,C,14.5
2019-05-26, 3:49:00 PM,C,14
2019-05-26, 4:49:00 PM,C,13.5
2019-05-26, 5:49:00 PM,C,13
2019-05-26, 6:49:00 PM,C,13
2019-05-26, 7:49:00 PM,C,12.5
2019-05-26, 8:49:00 PM,C,12.5
2019-05-26, 9:49:00 PM,C,12.5
2019-05-26, 10:49:00 PM,C,12.5
2019-05-26, 11:49:00 PM,C,12.5
2019-05-27, 12:49:00 AM,C,12.5
2019-05-27, 1:49:00 AM,C,12.5
2019-05-27, 2:49:00 AM,C,12.5
2019-05-27, 3:49:00 AM,C,12.5
2019-05-27, 4:49:00 AM,C,12.5
2019-05-27, 5:49:00 AM,C,12.5
2019-05-27, 6:49:00 AM,C,12.5
2019-05-27, 7:49:00 AM,C,12.5
2019-05-27, 8:49:00 AM,C,12.5
2019-05-27, 9:49:00 AM,C,12.5
2019-05-27, 10:49:00 AM,C,12.5
2019-05-27, 11:49:00 AM,C,13
2019-05-27, 12:49:00 PM,C,14
2019-05-27, 1:49:00 PM,C,14.5
2019-05-27, 2:49:00 PM,C,15
2019-05-27, 3:49:00 PM,C,14.5
2019-05-27, 4:49:00 PM,C,14
2019-05-27, 5:49:00 PM,C,13
2019-05-27, 6:49:00 PM,C,13.5
2019-05-27, 7:49:00 PM,C,12.5
2019-05-27, 8:49:00 PM,C,12.5
2019-05-27, 9:49:00 PM,C,12.5
2019-05-27, 10:49:00 PM,C,12.5
2019-05-27, 11:49:00 PM,C,12.5
2019-05-28, 12:49:00 AM,C,12.5
2019-05-28, 1:49:00 AM,C,12.5
2019-05-28, 2:49:00 AM,C,12.5
2019-05-28, 3:49:00 AM,C,12.5
2019-05-28, 4:49:00 AM,C,12.5
2019-05-28, 5:49:00 AM,C,12.5
2019-05-28, 6:49:00 AM,C,12.5
2019-05-28, 7:49:00 AM,C,12.5
2019-05-28, 8:49:00 AM,C,12.5
2019-05-28, 9:49:00 AM,C,12.5
2019-05-28, 10:49:00 AM,C,13
2019-05-28, 11:49:00 AM,C,13
2019-05-28, 12:49:00 PM,C,13.5
2019-05-28, 1:49:00 PM,C,14.5
2019-05-28, 2:49:00 PM,C,14.5
2019-05-28, 3:49:00 PM,C,15
2019-05-28, 4:49:00 PM,C,14.5
2019-05-28, 5:49:00 PM,C,13.5
2019-05-28, 6:49:00 PM,C,13
2019-05-28, 7:49:00 PM,C,12
2019-05-28, 8:49:00 PM,C,12
2019-05-28, 9:49:00 PM,C,12
2019-05-28, 10:49:00 PM,C,12.5
2019-05-28, 11:49:00 PM,C,12.5
2019-05-29, 12:49:00 AM,C,12.5
2019-05-29, 1:49:00 AM,C,12.5
2019-05-29, 2:49:00 AM,C,12.5
2019-05-29, 3:49:00 AM,C,12.5
2019-05-29, 4:49:00 AM,C,12.5
2019-05-29, 5:49:00 AM,C,12.5
2019-05-29, 6:49:00 AM,C,12.5
2019-05-29, 7:49:00 AM,C,12
2019-05-29, 8:49:00 AM,C,12
2019-05-29, 9:49:00 AM,C,12.5
2019-05-29, 10:49:00 AM,C,12.5
2019-05-29, 11:49:00 AM,C,13
2019-05-29, 12:49:00 PM,C,13
2019-05-29, 1:49:00 PM,C,13.5
2019-05-29, 2:49:00 PM,C,14
2019-05-29, 3:49:00 PM,C,13.5
2019-05-29, 4:49:00 PM,C,13.5
2019-05-29, 5:49:00 PM,C,14
2019-05-29, 6:49:00 PM,C,13.5
2019-05-29, 7:49:00 PM,C,13
2019-05-29, 8:49:00 PM,C,12.5
2019-05-29, 9:49:00 PM,C,12
2019-05-29, 10:49:00 PM,C,12
2019-05-29, 11:49:00 PM,C,12.5
2019-05-30, 12:49:00 AM,C,12.5
2019-05-30, 1:49:00 AM,C,12
2019-05-30, 2:49:00 AM,C,12
2019-05-30, 3:49:00 AM,C,12
2019-05-30, 4:49:00 AM,C,12
2019-05-30, 5:49:00 AM,C,12
2019-05-30, 6:49:00 AM,C,12
2019-05-30, 7:49:00 AM,C,12
2019-05-30, 8:49:00 AM,C,12
2019-05-30, 9:49:00 AM,C,12
2019-05-30, 10:49:00 AM,C,12.5
2019-05-30, 11:49:00 AM,C,12.5
2019-05-30, 12:49:00 PM,C,13.5
2019-05-30, 1:49:00 PM,C,14
2019-05-30, 2:49:00 PM,C,14
2019-05-30, 3:49:00 PM,C,14.5
2019-05-30, 4:49:00 PM,C,15
2019-05-30, 5:49:00 PM,C,15
2019-05-30, 6:49:00 PM,C,14
2019-05-30, 7:49:00 PM,C,13
2019-05-30, 8:49:00 PM,C,12.5
2019-05-30, 9:49:00 PM,C,12.5
2019-05-30, 10:49:00 PM,C,12.5
2019-05-30, 11:49:00 PM,C,12
2019-05-31, 12:49:00 AM,C,12.5
2019-05-31, 1:49:00 AM,C,12.5
2019-05-31, 2:49:00 AM,C,12.5
2019-05-31, 3:49:00 AM,C,12.5
2019-05-31, 4:49:00 AM,C,12.5
2019-05-31, 5:49:00 AM,C,12
2019-05-31, 6:49:00 AM,C,11.5
2019-05-31, 7:49:00 AM,C,12
2019-05-31, 8:49:00 AM,C,12.5
2019-05-31, 9:49:00 AM,C,12
2019-05-31, 10:49:00 AM,C,11
2019-05-31, 11:49:00 AM,C,11.5
2019-05-31, 12:49:00 PM,C,12
2019-05-31, 1:49:00 PM,C,12
2019-05-31, 2:49:00 PM,C,11.5
2019-05-31, 3:49:00 PM,C,12
2019-05-31, 4:49:00 PM,C,12
2019-05-31, 5:49:00 PM,C,11.5
2019-05-31, 6:49:00 PM,C,11.5
2019-05-31, 7:49:00 PM,C,11.5
2019-05-31, 8:49:00 PM,C,11.5
2019-05-31, 9:49:00 PM,C,11.5
2019-05-31, 10:49:00 PM,C,11
2019-05-31, 11:49:00 PM,C,11
2019-06-01, 12:49:00 AM,C,11
2019-06-01, 1:49:00 AM,C,11
2019-06-01, 2:49:00 AM,C,11
2019-06-01, 3:49:00 AM,C,11.5
2019-06-01, 4:49:00 AM,C,11.5
2019-06-01, 5:49:00 AM,C,11.5
2019-06-01, 6:49:00 AM,C,11.5
2019-06-01, 7:49:00 AM,C,11.5
2019-06-01, 8:49:00 AM,C,12
2019-06-01, 9:49:00 AM,C,11.5
2019-06-01, 10:49:00 AM,C,11.5
2019-06-01, 11:49:00 AM,C,11
2019-06-01, 12:49:00 PM,C,11.5
2019-06-01, 1:49:00 PM,C,11.5
2019-06-01, 2:49:00 PM,C,11.5
2019-06-01, 3:49:00 PM,C,11
2019-06-01, 4:49:00 PM,C,11
2019-06-01, 5:49:00 PM,C,11
2019-06-01, 6:49:00 PM,C,11
2019-06-01, 7:49:00 PM,C,10.5
2019-06-01, 8:49:00 PM,C,10
2019-06-01, 9:49:00 PM,C,10
2019-06-01, 10:49:00 PM,C,10
2019-06-01, 11:49:00 PM,C,9.5
2019-06-02, 12:49:00 AM,C,10
2019-06-02, 1:49:00 AM,C,10.5
2019-06-02, 2:49:00 AM,C,10.5
2019-06-02, 3:49:00 AM,C,10.5
2019-06-02, 4:49:00 AM,C,10.5
2019-06-02, 5:49:00 AM,C,10
2019-06-02, 6:49:00 AM,C,9.5
2019-06-02, 7:49:00 AM,C,10
2019-06-02, 8:49:00 AM,C,10.5
2019-06-02, 9:49:00 AM,C,10.5
2019-06-02, 10:49:00 AM,C,10.5
2019-06-02, 11:49:00 AM,C,11
2019-06-02, 12:49:00 PM,C,11
2019-06-02, 1:49:00 PM,C,11.5
2019-06-02, 2:49:00 PM,C,11.5
2019-06-02, 3:49:00 PM,C,11.5
2019-06-02, 4:49:00 PM,C,11.5
2019-06-02, 5:49:00 PM,C,11.5
2019-06-02, 6:49:00 PM,C,12
2019-06-02, 7:49:00 PM,C,12
2019-06-02, 8:49:00 PM,C,11.5
2019-06-02, 9:49:00 PM,C,11.5
2019-06-02, 10:49:00 PM,C,11
2019-06-02, 11:49:00 PM,C,10.5
2019-06-03, 12:49:00 AM,C,11.5
2019-06-03, 1:49:00 AM,C,11.5
2019-06-03, 2:49:00 AM,C,11.5
2019-06-03, 3:49:00 AM,C,11.5
2019-06-03, 4:49:00 AM,C,11.5
2019-06-03, 5:49:00 AM,C,11.5
2019-06-03, 6:49:00 AM,C,11
