Date/Time,Unit,Value,
2019-05-23, 12:43:00 PM,C,20
2019-05-23, 1:43:00 PM,C,13.5
2019-05-23, 2:43:00 PM,C,12
2019-05-23, 3:43:00 PM,C,12.5
2019-05-23, 4:43:00 PM,C,13
2019-05-23, 5:43:00 PM,C,12
2019-05-23, 6:43:00 PM,C,12
2019-05-23, 7:43:00 PM,C,12
2019-05-23, 8:43:00 PM,C,11.5
2019-05-23, 9:43:00 PM,C,11.5
2019-05-23, 10:43:00 PM,C,11.5
2019-05-23, 11:43:00 PM,C,11.5
2019-05-24, 12:43:00 AM,C,11.5
2019-05-24, 1:43:00 AM,C,11
2019-05-24, 2:43:00 AM,C,10.5
2019-05-24, 3:43:00 AM,C,10
2019-05-24, 4:43:00 AM,C,10
2019-05-24, 5:43:00 AM,C,10
2019-05-24, 6:43:00 AM,C,10
2019-05-24, 7:43:00 AM,C,10
2019-05-24, 8:43:00 AM,C,10
2019-05-24, 9:43:00 AM,C,11
2019-05-24, 10:43:00 AM,C,12.5
2019-05-24, 11:43:00 AM,C,19
2019-05-24, 12:43:00 PM,C,24
2019-05-24, 1:43:00 PM,C,14.5
2019-05-24, 2:43:00 PM,C,12
2019-05-24, 3:43:00 PM,C,11
2019-05-24, 4:43:00 PM,C,10
2019-05-24, 5:43:00 PM,C,10
2019-05-24, 6:43:00 PM,C,10
2019-05-24, 7:43:00 PM,C,10.5
2019-05-24, 8:43:00 PM,C,11
2019-05-24, 9:43:00 PM,C,11
2019-05-24, 10:43:00 PM,C,11
2019-05-24, 11:43:00 PM,C,11
2019-05-25, 12:43:00 AM,C,10.5
2019-05-25, 1:43:00 AM,C,10.5
2019-05-25, 2:43:00 AM,C,10.5
2019-05-25, 3:43:00 AM,C,10.5
2019-05-25, 4:43:00 AM,C,10.5
2019-05-25, 5:43:00 AM,C,10.5
2019-05-25, 6:43:00 AM,C,10.5
2019-05-25, 7:43:00 AM,C,10.5
2019-05-25, 8:43:00 AM,C,10.5
2019-05-25, 9:43:00 AM,C,11
2019-05-25, 10:43:00 AM,C,12.5
2019-05-25, 11:43:00 AM,C,14
2019-05-25, 12:43:00 PM,C,20.5
2019-05-25, 1:43:00 PM,C,16.5
2019-05-25, 2:43:00 PM,C,13.5
2019-05-25, 3:43:00 PM,C,12.5
2019-05-25, 4:43:00 PM,C,12
2019-05-25, 5:43:00 PM,C,12.5
2019-05-25, 6:43:00 PM,C,12.5
2019-05-25, 7:43:00 PM,C,13
2019-05-25, 8:43:00 PM,C,13
2019-05-25, 9:43:00 PM,C,13
2019-05-25, 10:43:00 PM,C,13
2019-05-25, 11:43:00 PM,C,13
2019-05-26, 12:43:00 AM,C,13
2019-05-26, 1:43:00 AM,C,13
2019-05-26, 2:43:00 AM,C,13
2019-05-26, 3:43:00 AM,C,12.5
2019-05-26, 4:43:00 AM,C,12.5
2019-05-26, 5:43:00 AM,C,12.5
2019-05-26, 6:43:00 AM,C,12.5
2019-05-26, 7:43:00 AM,C,12.5
2019-05-26, 8:43:00 AM,C,12.5
2019-05-26, 9:43:00 AM,C,13
2019-05-26, 10:43:00 AM,C,13.5
2019-05-26, 11:43:00 AM,C,14.5
2019-05-26, 12:43:00 PM,C,14.5
2019-05-26, 1:43:00 PM,C,15.5
2019-05-26, 2:43:00 PM,C,15
2019-05-26, 3:43:00 PM,C,14
2019-05-26, 4:43:00 PM,C,13.5
2019-05-26, 5:43:00 PM,C,13
2019-05-26, 6:43:00 PM,C,13
2019-05-26, 7:43:00 PM,C,13
2019-05-26, 8:43:00 PM,C,13
2019-05-26, 9:43:00 PM,C,13
2019-05-26, 10:43:00 PM,C,13
2019-05-26, 11:43:00 PM,C,13
2019-05-27, 12:43:00 AM,C,13.5
2019-05-27, 1:43:00 AM,C,13.5
2019-05-27, 2:43:00 AM,C,13
2019-05-27, 3:43:00 AM,C,13
2019-05-27, 4:43:00 AM,C,13
2019-05-27, 5:43:00 AM,C,13
2019-05-27, 6:43:00 AM,C,13
2019-05-27, 7:43:00 AM,C,13
2019-05-27, 8:43:00 AM,C,13
2019-05-27, 9:43:00 AM,C,13
2019-05-27, 10:43:00 AM,C,13.5
2019-05-27, 11:43:00 AM,C,14
2019-05-27, 12:43:00 PM,C,14.5
2019-05-27, 1:43:00 PM,C,15
2019-05-27, 2:43:00 PM,C,15.5
2019-05-27, 3:43:00 PM,C,14.5
2019-05-27, 4:43:00 PM,C,13.5
2019-05-27, 5:43:00 PM,C,12.5
2019-05-27, 6:43:00 PM,C,13
2019-05-27, 7:43:00 PM,C,13
2019-05-27, 8:43:00 PM,C,13
2019-05-27, 9:43:00 PM,C,13
2019-05-27, 10:43:00 PM,C,13
2019-05-27, 11:43:00 PM,C,13
